source,translated,question,answer
"What you need to know about the CORONAVIRUS or COVID-19","Até éyé no geremenamó ojembe na wusó wá mɔnɔ́ ámá anáá NKORONA ebérááná hée anáá COVID-19",,
"","",,
"","Iwónjá íjí na Kamerúun na wusó wá ocekiiye ówó enjárá ra Irɔŋgɔ na póópona ra enjárá ra ebyánávéná",,
"","",,
"","",,
"","",,
"                    SUMMARY","                           Báyé báyé ",,
"- Coronavirus  - Vulnerable people - Symptoms - Transmission of coronavirus - How to protect yourself - What to do in case of contamination? - Definition of some difficult words ","- Mɔnɔ́ má nkorona - Vato ává vá ámó késék na otimbetavana - Ndeme - Ibékíiye rá mɔnɔ́ má nkorona - Mbákámááná e ámó twiní ? - Twiní owo o geremenamó weŋga ŋgí má wo bákáná ? - M̀perésáná ra viŋgéké vyá vipéŋgé ",,
"p.2 p.3 p.4 p.5 p.6 p.7   p.8","p.2 p.3 p.4 p.5 p.6 p.8  p.9",,
"Coronavirus, also known as COVID-19, is a new virus. It was first reported in China on 31 December 2019. It has flu-like symptoms and can cause death in some severe cases. It is widespread in many countries around the world. The origin of the disease is not yet known.","Mɔnɔ́ má nkorona ebérááná hée anáá COVID – 19 a ámó m̀kpámáká ra mɔnɔ́. Na póná vá ma me núútáná na edɔŋgɔ yá vasinwáa na wutúú 31 ohé rá Visaŋgena M̀beya 2019. Ǹdeme ráá í punaanamó na iji rá enɔ́nɔ́, kó í mé obonda nugwé ; na ombunu ómó ójó í mé jwíyé. A máná vásétá na ombunu rá vidɔŋgɔ na cí ra ndono. Ŋgúréná ra mɔnɔ́ mwáné e árɔ́ɔ́ ka jembevena.  ",,
"Elderly person","Vagónó vá vato",,
"Person with a heart condition or disease","Vato ává vá timbamó mɔnɔ́ má otémá, ítɔɔ ává vinɔ́.",,
"Vulnerable people People of all ages can become infected with this new virus. The elderly and people with pre-existing conditions (such as asthma, diabetes, heart disease, high blood pressure) seem more likely to become seriously ill from this virus.","Vato ává vá mé késék anáá má timbeta  M̀kpámáká ra masámá ééjé e mé obatemena ekara iŋgimé. Vagónó vá vato na ava vá timbamó mɔnɔ́ ámá kɔ́ɔ́m ( amó idúdú, mɔnɔ́ má sóka, mɔnɔ́ má otémá, taŋsíyóŋo ) vá mé késék anáá índi vá obána vambé vá vinɔ́ na wusó wá masámá áámá. ",,
