source,translated,question,answer
"Mũrimũ wa Korona","About Coronavirus",,
"","",,
"Translated by Timothy G. Kamau","",,
"","",,
"No ũndũ ŨMWE tu wagĩrĩirwo nĩ kũmenya ũrĩa mũrimũ wa Korona","",,
"ŨGWATANAGIO","",,
"Kanua  ","",,
"Iniũrũ","",,
"Maitho","",,
"Twakũingĩra  ","",,
"Mũndũ ũtarĩ mũrwaru","",,
"Mũrwaru wa Korona ","",,
"Mũrimũ ũyũ ũgwatagio rĩrĩa tũmatata tũtũ","",,
"Ikara haraihu. Wĩ ũraihu wa mita 2 ndũngĩkinyĩrwo nĩ tũmatata tũrĩa tũnene.","",,
"1","",,
"Mita 2","",,
"Achoo!","",,
"Kwoguo ũngĩona mũndũ akĩenda kũhaya/gwathimũra kana ta e mũrwaru no wĩke ũũ:","",,
"Kana ũmahe maciki. No mahaĩre kana maathimũrĩre maciki-inĩ ĩyo na kũgitĩra arĩa othe me hakuhĩ","",,
"2","",,
"Mũhe gatambaya ga *kĩmira* ","",,
"KANA,","",,
"No gũkorwo ti mũrwaru, no kwĩgitĩra tu aregitĩra","",,
"Andũ mena bairasi cia Korona no  maage kuonania ndariri, no marĩ o na ũhoti wa gũcitaambia ","",,
"Nĩ wega mũno kwaga gũthiĩ kũndũ kwĩna andũ angĩ, tondũ ndũngĩmenya nũũ ũngĩkorwo arĩ mũrwarũ.","",,
"Tũmĩtĩ-inĩ twa kũrĩa","",,
"Mĩcibi-inĩ ya ngari","",,
"Mbatoni-inĩ cia ributi","",,
"Ticiũ-inĩ","",,
"Ikombe-inĩ","",,
"Thimũ-inĩ na kombiuta-inĩ","",,
"& ona kana na nja wa maciki yaku ya ũthiũ","",,
"Cuma-inĩ cia ngathĩ","",,
"Maũci  ","",,
"Tũramu-inĩ","",,
"Icũhĩ-inĩ cia mĩrango ","",,
"Moko-inĩ mao","",,
"Ona kũrĩ o ũguo, rĩmwe mata ma mũndũ mũrwaru no magĩe indo-inĩ ingĩ ta …","",,
"inyuothe mwahota kũnyitwo nĩ mũrimũ ũyũ wa Korona","",,
"kana ũhuutie ũthiũ wa mũndũ wendete     ","",,
"wĩrigithe maitho ","",,
"Na ũngĩhuutia kĩmwe kĩa indo ici na mahĩtia, ũcooke wĩhuutie ũthiũ waku, ","",,
"na njĩra ĩrĩa njega mũno ya gũcinina nĩ gũcithaambia na thabuni, kilorini kana dawa ya thanitaitha.","",,
"Bairasi cia mũrimũ ũyũ no cikare mathaa maigana ũna indo-inĩ","",,
"Thabuni  ","",,
"Na nĩkĩo arĩ wega mũno kũrũmĩrĩra motaaro maya","",,
"Wĩthaambe na thabuni nginya haha","",,
"Thabuni","",,
"Kĩgokora","",,
"Ndũkehuutie ũthiũ. (Ona kana ũthiũ wa mũndũ ũngĩ o wothe.) Angĩkorwo no nginya ũhuutie, amba wĩthambe mooko na thabuni weega biũ.  ","",,
"O kahinda ta karĩa ũngĩoya kũina karwĩmbo ga gũcũgia mwana","",,
"ndwara-inĩ thĩinĩ","",,
"gwa kahinda ta ga thekondi 20","",,
"gatagatĩ ga Ciara","",,
"wĩthambe na thuutha wa mooko maku.","",,
"Gwĩthamba mooko weega biũ nĩ ta atĩa?","",,
"No ũngĩhuutia, ndũkamake. Wĩthambe tu mooko na thabuni weega bĩũ.","",,
"Ningĩ, geria mũno ndũkahuutie mwena wa na nja wa maciki.","",,
"Tũmatata twa mata","",,
"*Mbakitĩria nĩ ikũragĩra na thĩiniĩ wa maciki ũngĩmĩkĩra gwa kahinda karaihu.","",,
"Te maciki waigua yambĩrĩria kũgĩa na hinya ũkĩhuhia. Ndũkamĩkĩre makĩria ya mũthenya ũmwe! ","",,
"Hũthĩra gĩciko gĩa kũihũra","",,
"Mwana","",,
"Baba","",,
"Mami  ","",,
"O mũndũ akorwo na taurũ yake","",,
"Ndũkahũthĩre indo ta ici na andũ angĩ: irio, thaani, iciko, ikombe, taurũ.","",,
"Ndũngĩhota kwĩhuutia ũthiũ na kĩgokora gĩaku ona ũngĩgeria. ","",,
"Kũngĩhoteka, hũthĩra kĩgokora kana ciande kũhingũra mĩrango handũ ha mooko.","",,
"Mũciĩ","",,
"na wacoka kuuma kũrĩ mũingĩ","",,
"Mbere ya kũrĩa","",,
"Hingo ciothe wĩthambe mooko na thabuni …","",,
"Wa mũthia,","",,
"Nĩ twĩgitĩre, ithuothe!","",,
"Mathome ũmenye mangĩ maingĩ!","",,
""This animation shows how far your sneeze can actually travel" by Chia Yi Hou and Andrea Schmitz, in Business Insider (Jan 21, 2020)","",,
""The Wuhan Virus: How to stay safe", by Laurie Garrett, in Foreign Policy, Report. (Jan 25, 2020)","",,
""How to avoid the coronavirus? Wash your hands", by Elizabeth Rosenthal, in the New York Times, Opinion. (Jan 28, 2020)","",,
"Mohoro makĩria megiĩ ũgima wa mwĩrĩ:","",,
"Ndeto makĩria: Mootaro megiĩ ũgima wa mwĩrĩ maheanĩtwo na njĩra ta ĩno ya mbica cia katuni nĩ mateithagia mũno kũrigĩrĩria mĩrimũ ya kũgwatanio ta homa, na no mahũthĩke hingo ciothe, ona rĩrĩa gũtarĩ na kĩng’ũki.   Kĩhumo: Moohoro marĩa me kabuki-inĩ gaka ka mbica cia tũtuni maumanĩte na ũmenyo wa mũrimũ wa KOVID-19 nginyanagia mweri 28 Februarĩ 2020, ihumo cia ndeto ici nĩcio ici ithatũ. https://www.nytimes.com/2020/01/28/opinion/coronavirus-prevention-tips.html﻿https://foreignpolicy.com/2020/01/25/wuhan-coronavirus-safety-china/ https://www.businessinsider.com/how-far-sneeze-cough-germs-can-travel-2018-10 Moohoro makĩria: No wĩgĩĩre na kabuku gaka ka mbica cia tũtuni ge ka PDF kuuma rũrenda-inĩ rũrũ: https://gumroad.com/weimankowart  Megiĩ Ũhũthĩri: Kabuku gaka ka mbica kaheanĩtwo tũhũ kũrĩ mũingĩ ũgatambie nenda-inĩ, Whatsapp na Telegram. Andũ no marute nenda-inĩ na macabithie na ta mbica cia gũcuuria ciĩ ciao kana irĩ cia kũrutana mĩciĩ-inĩ, macukuru-inĩ, na maobici-inĩ. Rĩrĩa ũraheana kabuku gaka ririkana maũndũ maya 3: 1) Ndũrĩ na rũtha rwa kũgarũra ũndũ ona ũrĩkũ. 2) Mbica iria iria irĩ haha itingĩhũthĩrwo na njĩra ya gwetha mbeca. 3) Angĩkorwo ũrahũthĩra rũrenda-inĩ, onania mũthondeki wa thĩiniĩ wa FB kũrĩa ũgwĩkĩra @weimankowart, na kũrĩ IG wĩkĩre @weimankow (IG), kana wandĩke linki harĩ instagram com/weimankow Nĩguo ũrĩhũthĩre na njĩra ingĩ o ciothe,  tũma ihoya kũrĩ: comicsforgood@gmail.com","",,
"","Created by Weiman Kow, instagram: weimankow",,
"Mũrimũ wa Korona  Translated by Timothy G. Kamau  No ũndũ ŨMWE tu wagĩrĩirwo nĩ kũmenya ũrĩa mũrimũ wa Korona ŨGWATANAGIO Kanua   Iniũrũ Maitho Twakũingĩra   Mũndũ ũtarĩ mũrwaru Mũrwaru wa Korona  Mũrimũ ũyũ ũgwatagio rĩrĩa tũmatata tũtũ Ikara haraihu. Wĩ ũraihu wa mita 2 ndũngĩkinyĩrwo nĩ tũmatata tũrĩa tũnene. 1 Mita 2 Achoo! Kwoguo ũngĩona mũndũ akĩenda kũhaya/gwathimũra kana ta e mũrwaru no wĩke ũũ: Kana ũmahe maciki. No mahaĩre kana maathimũrĩre maciki-inĩ ĩyo na kũgitĩra arĩa othe me hakuhĩ 2 Mũhe gatambaya ga *kĩmira*  KANA, No gũkorwo ti mũrwaru, no kwĩgitĩra tu aregitĩra Andũ mena bairasi cia Korona no  maage kuonania ndariri, no marĩ o na ũhoti wa gũcitaambia  Nĩ wega mũno kwaga gũthiĩ kũndũ kwĩna andũ angĩ, tondũ ndũngĩmenya nũũ ũngĩkorwo arĩ mũrwarũ. Tũmĩtĩ-inĩ twa kũrĩa Mũndũ ũtarĩ mũrwaru Mĩcibi-inĩ ya ngari Mbatoni-inĩ cia ributi Ticiũ-inĩ Ikombe-inĩ Thimũ-inĩ na kombiuta-inĩ & ona kana na nja wa maciki yaku ya ũthiũ Cuma-inĩ cia ngathĩ Maũci   Tũramu-inĩ Icũhĩ-inĩ cia mĩrango  Moko-inĩ mao Ona kũrĩ o ũguo, rĩmwe mata ma mũndũ mũrwaru no magĩe indo-inĩ ingĩ ta … inyuothe mwahota kũnyitwo nĩ mũrimũ ũyũ wa Korona kana ũhuutie ũthiũ wa mũndũ wendete      wĩrigithe maitho  Na ũngĩhuutia kĩmwe kĩa indo ici na mahĩtia, ũcooke wĩhuutie ũthiũ waku,  na njĩra ĩrĩa njega mũno ya gũcinina nĩ gũcithaambia na thabuni, kilorini kana dawa ya thanitaitha. Bairasi cia mũrimũ ũyũ no cikare mathaa maigana ũna indo-inĩ Thabuni    Na nĩkĩo arĩ wega mũno kũrũmĩrĩra motaaro maya Wĩthaambe na thabuni nginya haha Thabuni Kĩgokora Ndũkehuutie ũthiũ. (Ona kana ũthiũ wa mũndũ ũngĩ o wothe.) Angĩkorwo no nginya ũhuutie, amba wĩthambe mooko na thabuni weega biũ.   O kahinda ta karĩa ũngĩoya kũina karwĩmbo ga gũcũgia mwana ndwara-inĩ thĩinĩ gwa kahinda ta ga thekondi 20 gatagatĩ ga Ciara wĩthambe na thuutha wa mooko maku. Gwĩthamba mooko weega biũ nĩ ta atĩa? No ũngĩhuutia, ndũkamake. Wĩthambe tu mooko na thabuni weega bĩũ. Ningĩ, geria mũno ndũkahuutie mwena wa na nja wa maciki. Tũmatata twa mata *Mbakitĩria nĩ ikũragĩra na thĩiniĩ wa maciki ũngĩmĩkĩra gwa kahinda karaihu. Te maciki waigua yambĩrĩria kũgĩa na hinya ũkĩhuhia. Ndũkamĩkĩre makĩria ya mũthenya ũmwe!  Hũthĩra gĩciko gĩa kũihũra Mwana Baba Mami   O mũndũ akorwo na taurũ yake Ndũkahũthĩre indo ta ici na andũ angĩ: irio, thaani, iciko, ikombe, taurũ. Ndũngĩhota kwĩhuutia ũthiũ na kĩgokora gĩaku ona ũngĩgeria.  Kũngĩhoteka, hũthĩra kĩgokora kana ciande kũhingũra mĩrango handũ ha mooko. Mũciĩ na wacoka kuuma kũrĩ mũingĩ Mbere ya kũrĩa Hingo ciothe wĩthambe mooko na thabuni … Wa mũthia, Thabuni Nĩ twĩgitĩre, ithuothe! Nĩ twĩgitĩre, ithuothe! Thabuni   Mathome ũmenye mangĩ maingĩ! "This animation shows how far your sneeze can actually travel" by Chia Yi Hou and Andrea Schmitz, in Business Insider (Jan 21, 2020) "The Wuhan Virus: How to stay safe", by Laurie Garrett, in Foreign Policy, Report. (Jan 25, 2020) "How to avoid the coronavirus? Wash your hands", by Elizabeth Rosenthal, in the New York Times, Opinion. (Jan 28, 2020) Mohoro makĩria megiĩ ũgima wa mwĩrĩ: Ndeto makĩria: Mootaro megiĩ ũgima wa mwĩrĩ maheanĩtwo na njĩra ta ĩno ya mbica cia katuni nĩ mateithagia mũno kũrigĩrĩria mĩrimũ ya kũgwatanio ta homa, na no mahũthĩke hingo ciothe, ona rĩrĩa gũtarĩ na kĩng’ũki.   Kĩhumo: Moohoro marĩa me kabuki-inĩ gaka ka mbica cia tũtuni maumanĩte na ũmenyo wa mũrimũ wa KOVID-19 nginyanagia mweri 28 Februarĩ 2020, ihumo cia ndeto ici nĩcio ici ithatũ. https://www.nytimes.com/2020/01/28/opinion/coronavirus-prevention-tips.html﻿https://foreignpolicy.com/2020/01/25/wuhan-coronavirus-safety-china/ https://www.businessinsider.com/how-far-sneeze-cough-germs-can-travel-2018-10 Moohoro makĩria: No wĩgĩĩre na kabuku gaka ka mbica cia tũtuni ge ka PDF kuuma rũrenda-inĩ rũrũ: https://gumroad.com/weimankowart  Megiĩ Ũhũthĩri: Kabuku gaka ka mbica kaheanĩtwo tũhũ kũrĩ mũingĩ ũgatambie nenda-inĩ, Whatsapp na Telegram. Andũ no marute nenda-inĩ na macabithie na ta mbica cia gũcuuria ciĩ ciao kana irĩ cia kũrutana mĩciĩ-inĩ, macukuru-inĩ, na maobici-inĩ. Rĩrĩa ũraheana kabuku gaka ririkana maũndũ maya 3: 1) Ndũrĩ na rũtha rwa kũgarũra ũndũ ona ũrĩkũ. 2) Mbica iria iria irĩ haha itingĩhũthĩrwo na njĩra ya gwetha mbeca. 3) Angĩkorwo ũrahũthĩra rũrenda-inĩ, onania mũthondeki wa thĩiniĩ wa FB kũrĩa ũgwĩkĩra @weimankowart, na kũrĩ IG wĩkĩre @weimankow (IG), kana wandĩke linki harĩ instagram com/weimankow Nĩguo ũrĩhũthĩre na njĩra ingĩ o ciothe,  tũma ihoya kũrĩ: comicsforgood@gmail.com Mũrimũ wa Korona        ","About Coronavirus                                                                                      About Coronavirus    Created by Weiman Kow, instagram: weimankow    ",,
