source,translated,question,answer
"Ce que vous devez ﻿savoir ﻿sur le ﻿CORONAVIRUS ﻿ou ﻿COVID-19","BYE À KE MBƆ̀ À DÙKPƐTE DƆ BWƐMI AKUKUHÙŊ, ÀMƆMU COVID-19",,
"","",,
"","Cameroon Association for Bible Translation and Literacy",,
"","",,
"","",,
"","",,
"                                                  SOMMAIRE","                       FƆ̀ GBÒKO ",,
"- Coronavirus - Personnes vulnérables - Symptômes - Transmission du coronavirus - Comment se protéger? - Que faire en cas de contamination? - Définition des mots difficiles","- Dɔ bwɛmi akuku - Wa  dɔ atehùŋ yibe è gbɛhɛ - Bye è yi maŋa dɔ atehùŋ - Pe dɔ atehùŋ yi kpapuhùŋ - Pe ngru yibe e vekɛ drigeyi - Yi ngɛɛ ayibe a tɔ ebɔ a fyegbα dɔhuŋ? ",,
"p.2 p.3 p.4 p.5 p.6 p.7 p.8","p.2 p.3 p.4 p.5 p.6 p.8 ",,
"Le coronavirus, aussi appelé COVID-19, est un nouveau virus. Il a été signalé pour la première fois en Chine le 31 décembre 2019. Il a des symptômes semblables à ceux de la grippe et peut entraîner la mort dans certains cas graves. Il est répandu dans de nombreux pays dans le monde entier. L’origine de la maladie n’est pas encore connue.","Dɔ bwɛmi akuku   Dɔ bwɛmi akuku manda wo zre lɛ COVID-19, e ma dɔ epokwere. Dɔ atehùŋ ya chayo jɛ wa Chanayi zhyo 2019.E ma be dɔ ŋwαchi abebe yi. E yibe è gbα ngru be è lè mayi kpɔ ngru ke toto ebɔ.E ma dɔ abebe a kpapu kase temɔ bya hɛyi mbri ŋɛ myaŋɛ. Wa ya kab̀ɛte bre dɔ atehùŋ ju yi mu.",,
"Personne âgée","Wa amɛ̀mɛ̀ wo wa ",,
"Personne cardiaque ou souffrant de maladie","Fafami wa  a mate wo dɛ abebe be dɔ efyɔ̀ srὰyi",,
