source,translated,question,answer
Dzulu ya virusi vya K’orona,About Coronavirus,,
,,,
Translated by Lilian Nyanje, Samuel Zaka & Hamisi Askari,,
Kuna chit’u CHIMWENGA tu uhenzwacho uchimanye dzulu ya jisi chirusi cha k’orona,There's only ONE thing ﻿you need to understand about how a coronavirus,,
CHIGOT’AVYO,SPREADS,,
Mulomoni,Mouth,,
P’ulani,Nose,,
Matsoni,Eyes,,
Gaphenya,Get into your,,
Mut’u ariye ni muzima,Healthy Person,,
Mut’u mukongo Gaphenya ,Sick Person,,
Cho chirusi chinagot’a chikala madenwa gaga,The virus spreads when ﻿these droplets,,
Fyalaluka k’anda. Mita 2 zinaidima kukwika salama kulaa kwa madenwa mabomu.,Keep your distance.﻿2m to 0.5m will keep you safe from large droplets.,,
1,1,,
Mita 2,2m-0.5m,,
Hech’ii!,Achoo!,,
Kwa vivyo uchona mut’u lwazu-lwazu unakohola/ unach’emula/ni mukongo unaidima kutsagula ku:,So if you see someone who is visibly coughing/sneezing/sick you can choose to:,,
Aphe vitambaa vya kufunga p’ula na mulomo/masiki. Anaidima kukoholera hebu akach’emulira na kurinda chila mut’u ariye phephi,Give them a mask.﻿They can cough or sneeze in it and protects everyone else nearby,,
2,2,,
Mumvera *kuch’emula*,Thank you﻿*sniffles*,,
HEBU,OR,,
Phanjine hata ts’i mukongo, ela mwenye yunadzirinda tu.,,
At’u odziambukizwa anaidima kuts’aonyesa dalili, ela acheri anaambukiza,,
Na kwa jumula, ni azo idzo kudzitenga na virundu,,
,chopsticks,,
Mut’u yets’ikala mukongo.,Healthy person,,
Mikowa kahi za gari ya moshi,Train straps,,
Vidude vya kufyeha vya mashine ya kupandira na kutsererera gorofani,Lift buttons,,
Makodza ga chooni,Tissues,,
Vikombe,Cups,,
Vifaa vya chidijitali,Digital devices,,
na hata konze ya masikiyo,& even on the outside of your face mask,,
Mut’u mwa kugwirira ngazini,Stair bannisters,,
Chidude cha komupyuta,Mouse,,
K’alamu,Pens,,
Vigwarya vya miyango,Door knobs,,
Mikono yao,Their hands,,
Hata vivyo, ukati unjine mahe ga mut’u mukongo ganaidima kugwerera vit’u vinjine…,,
mosi munaidima kukala akongo,you might all fall sick.,,
hebu uso wa umuhenzaye,or your loved one's face,,
ufikitse matso,rub eyes,,
Na uchigwira zani chit’u chochosi kati ya vivi, chidzako ukumbe usoo,,
na njira ya tende ya kuvyusa ni kuvyoga na sabuni, jik’i,,
Virusi vinaidima kukala kwa masaa machache dzulu ya vit’u,Viruses can last for quite a few hours on objects,,
Sabuni,soap,,
Mizizo,precautions,,
Ndo mana ni vidzo piya kutuwa yiyi,Which is why it is also good to follow these,,
oga na sabuni muhadi hipha,wash with soap up to here,,
Chikokorito,elbow,,
Uts’ikumbe usoo. (Hebu uso wa munzio.) Ichikala ni seti ukumbe, oga mikonoyo na sabuni chividzo kwanza.,,
Ukati wa kutosha wa kwimba, “Ts’iku ya raha ya kuvyalwa” k’ano mbiri,,
ts’ini ya k’ombe,under the nails,,
kwa sekunde 20,for 20 seconds,,
Kati-kati ya vyala,between the fingers,,
oga nyuma ya mikonoyo,wash the back of your hands,,
Chividzo nini?,What is thoroughly?,,
Uchikala udzikumba, uts’ijali. We chidzako oga mikonoyo na sabuni.,,
Chisha, uts’ikumbe konze ya masiki ichikala vindaidimikika.,,
madenwa,droplets,,
Vidudu vinakula ndani ya masikiyo uchikala undazivala muno.,*Bacteria grows on the insides of your mask if you wear them too long,,
Tsupha vitambaa vya kufunga p’ula na mulomo/masiki uchisikira zitsoka. Uts’izivale zaidi ya ts’iku mwenga!,Throw away masks once they feel gross. Don't wear them for more than a day!,,
Humira chikasi,Use a serving spoon,,
Mwanache,Baby,,
Baba,Daddy,,
Mayo,Mommy,,
Chila mut’u ahumire tauloye.,Everyone gets their own towel,,
Uts’irye leu phamwenga na at’u, hebu mukats’anganya viya,,
Kw’idima kukumba usoo na chikokorito hata ukakala wajeza.,You can't touch your face with your elbow even if you tried,,
Fugula na kufunga muyango na chikokorito hebu mafuzi kurichisa mikono pharipho yinaidimikika.,Open & close doors with your elbows or shoulders instead of hands,,
Mudzini,Home,,
,and after being out in the public,,
Phots’i kurya,Before you eat,,
Chila ukati oga mikonoyo na sabuni…,Always wash your hands with soap…,,
Na kumarigiza,,,
Kalani salama, chila mut’u!,,
Soma vitabumajarida kwa utumia unji Zaidi!,Read the articles for more tips!,,
1.     “This animation shows how far your sneeze can actually travel” by Chia Yi Hou and Andrea Schmitz, in Business Insider (Jan 21,,
1.     “The Wuhan Virus: How to stay safe”, by Laurie Garrett,,
1.     “How to avoid the coronavirus? Wash your hands”. By Elizabeth Rosenthal, in the New York Times,,
Wiidimao kwauzira enye hasa dzulu ya udzumbe wa chiafya:,Main references for medical info:,,
Additional notes: Hygiene precautions in comic are effective in preventing many other common infections such as flu and cold, and should be applied in every day life,,
,Translated by Lilian Nyanje,,
,Created by Weiman Kow,,
Dzulu ya virusi vya K’orona  Translated by Lilian Nyanje, Samuel Zaka & Hamisi Askari  Kuna chit’u CHIMWENGA tu uhenzwacho uchimanye dzulu ya jisi chirusi cha k’orona CHIGOT’AVYO Mulomoni P’ulani Matsoni Gaphenya Mut’u ariye ni muzima Mut’u mukongo Gaphenya  Cho chirusi chinagot’a chikala madenwa gaga Fyalaluka k’anda. Mita 2 zinaidima kukwika salama kulaa kwa madenwa mabomu. 1 Mita 2 Hech’ii! Kwa vivyo uchona mut’u lwazu-lwazu unakohola/ unach’emula/ni mukongo unaidima kutsagula ku: Aphe vitambaa vya kufunga p’ula na mulomo/masiki. Anaidima kukoholera hebu akach’emulira na kurinda chila mut’u ariye phephi 2 Mumvera *kuch’emula* HEBU Phanjine hata ts’i mukongo,,
