source,translated,question,answer
"What you need to know about the CORONAVIRUS or COVID-19","Eɗe ana kəsəlam adəva ga eɗe-mawala ya na tazala koronavirʉs.",,
"","",,
"","Association Camerounaise pour la Traduction de la Bible et l'Alphabétisation",,
"","",,
"","",,
"","",,
"                    SUMMARY","                         GUDUGOŊA ",,
"- Coronavirus  - Vulnerable people - Symptoms - Transmission of coronavirus - How to protect yourself - What to do in case of contamination? - Definition of some difficult words ","- Eɗe-mawala - Ezle yana tandza kef tatakalva ndoŋ - Mandza ga eɗe-mawala - Mahalavara eɗe-mawala ʉwe hinne - Ahawa na macufava haway? - Afalaŋa idemawala aksa kwala ta kege ahaway? - Maŋganaba kwatar magəla.",,
"p.2 p.3 p.4 p.5 p.6 p.7   p.8","p.2 p.3 p.4 p.5 p.6   p.8 p.9",,
"Coronavirus, also known as COVID-19, is a new virus. It was first reported in China on 31 December 2019. It has flu-like symptoms and can cause death in some severe cases. It is widespread in many countries around the world. The origin of the disease is not yet known.","Eɗe-mawala  Korona eɗe-mawala ʉwe ana tazala kovid-19 eene eɗe-mawala hinne ma, ebe ira aka haŋ ga shinwa ana ehndze tatakalva afa vaɗ 31 desambər 2019 ta ndzayara ata amaɗ awara kəshem afalaŋa ike zeɓ zeɓ. Eɗe-mawalaŋa ehliva a lardava cici eɗe ana awara eɗe-mawala ŋa ma tasal da. Tatakalvara dzika tam.",,
"Elderly person","Ezle maɗəka yana tikera viya dik",,
"Person with a heart condition or disease","Ezle yana taka cakara cicihe ara Eɗe-mawala",,
"Vulnerable people People of all ages can become infected with this new virus. The elderly and people with pre-existing conditions (such as asthma, diabetes, heart disease, high blood pressure) seem more likely to become seriously ill from this virus.","Ezle yana tandza kef tatakalva ndoŋ   Ezle ana eɗe-mawala amagastal ndoŋ zire mbiyez mige viya gaŋa eme kini ma eɗe-mawala ʉwe hinne amagas naɗ oŋgwaŋa ma, ezle ana tikera eɗemawal ya ɓərov, masafa ara cicəhe, eɗe-mawala ya sukor dik avava, ezle nehe ma eɗe-mawala gatala amasaɓakatal aɗaba ga eɗe-mawala ʉwe hinne.",,
"Fever Fatigue","-Cukfari -Micifuko",,
"Dry cough Muscle aches and pains","-Amaɗ saflahlah -Mawala ga uslo ya vava",,
