source,translated,question,answer
"Ce que vous devez ﻿savoir ﻿sur le ﻿CORONAVIRUS ﻿ou ﻿COVID-19","Nsuŋ Àmbò Yaŋ Kòronà kɛ̀ COVID-19 Ɛ̀",,
"","",,
"","Cameroon Association for Bible Translation and Literacy",,
"","",,
"","",,
"","                             BTU LÀA",,
"","- Yaŋ Kòronà - Bèe ce kàtà yi koo woowèe jòr - Mncoò Yaŋ Kor̀ona - Rtuusèe - Kàtà à fiisè à njɛ̌ nɛ - Yuu ce yi kaꞌ koo wɛ̀ à gee ",,
"","p.2 p.3 p.4 p.5 p.6 p.8 ",,
"","Yaŋ kòronà  Yaŋ ce a too enɛ kòronà na, yu yaŋ bebep moꞌ ce yi ko kɛꞌkɛ̀ꞌɛ. Yi m kɛ̀ꞌ waꞌŋgàane, (2019) mbe mnòŋ 31 e mbe ŋwɛɛ ŋkàꞌ, nje Cainà. Yi ke lò kɛꞌ ba ne kosɛ̀ ba fashifashì. Kàtà yaŋ anà yi yʉ ŋwɛ̀ àtɛ̀r sê. Yi tuuse a neŋ à btoꞌ jɛɛjɛ̀ɛjɛɛ e njep ŋgòŋ na. Bèe a bee reŋ nè meni ŋwɛ̀ yuu ce yi vʉ̀ nè njɛ̀ɛ yaŋ bebep ca kaꞌ. Bèe ce a kweŋger efa yaŋ ca njep ŋgòŋ na bìi, a tɛɛtɛɛ, laŋlaŋ bèe bbʉʉ.",,
"","Nliŋwɛ̀",,
"","Ŋwɛ̀ yaŋ ntee",,
"","Bèe ce kàtà yi koo woowèe jòr  Ŋwɛ̌ kaꞌ tɛ lòr nfèꞌ kaꞌ, kɛ̀ à yu nda, kɛ̀ à yu nda, kàtà à koo yaŋ ca à tɛ̀r sê. Blee bèe, ker ba bèe ce a tʉr byaŋ jɛɛjɛ̀ɛjɛɛ àmbò kosè ryòŋ ker ba byaŋ ce vi ke kòŋ mgwaŋ ba shugà ka nàꞌ, yaŋ ca yi kaꞌ koo woowèe, ba enɛ nlùpnì be ba àgho.",,
"","-Mbɛp fivà -Bsɛ̀",,
"","-Kosè yuur -Nyor nyayaŋ",,
"","Mncòo Yaŋ Kòronà  Mncòo yaŋ kòronà ca vi ko ba àmbò vi mbɛp fivà waꞌa: ŋgàŋ be tʉr kosè, ce yuꞌ nyor nyayaŋ ker ba bsɛ̀. Bèe mòꞌ be yuꞌ yap ba àmbò rkàkàr lii yaŋ wowèe, tɛ wèemoꞌ a tʉr yap ba rbʉ̀ʉrtoꞌ. Bèe moꞌ a be yuꞌ a byu yuu kaꞌ, gèe waꞌa, kù tʉr yaŋ ca. Yaŋ ca yii koo bèe moꞌ wowèe a kʉtì ku luŋ à ŋger Nyʉ̀, laŋlaŋ bèe bsii, àmbò Wèmbùm na.",,
"","Ŋwɛ̀ yaŋ kosè",,
"","Rtuusèe  Yaŋ anà yi ke lò tuusee ba à njɛ̀ enɛ: Ŋwɛ̀ ce e tʉr yaŋ ca kaꞌ kose kɛ cese ɛ̀, ba enɛ mce ba fashifashì vi be tane ye e kù cùu ba ku mntonto dù ye à mmbò. Mme ka tane waꞌ du ŋwɛ ce e tɛɛ ku yìi ntombì kù cùu, laŋlaŋ kù mntonto, kɛ̀ njep mmèr ɛ̀, ba enɛ ŋgàŋ be koo yaŋ anà foŋ. Wɛ̀ kaꞌ caꞌne ŋwɛ̀ ce e tʉr yaŋ anà ne bo ker lor bo anà joo mo mmer àgho ce wɛ̀ bee suꞌse mbo kaꞌ, kàtà à koo yaŋ ca à tɛ̀r sê.",,
"","Kàtà à fiisè à njɛ̌ nɛ",,
"","1. Fa ce jòo mo mmer, laŋlaŋ mntonto, ba cùu nè mmbo kaꞌ.",,
"","2. Ce suꞌsi mmbo àfo-àfo nè sàbulu ba mdip mmrara ce me ce sùusùu. Wɛ̌ sùꞌsi wɛɛ, à sor nè yoo bàtàri càꞌcàꞌ.",,
"","3. Fa kèr kose kɛ cese à mmbò kaꞌ. Bʉʉ lo rkoo à njɛ̀ enɛ kaꞌ cese mbǎ.",,
"","4. Laa nyàa tɛ e bi bòŋboŋ tɛ à kaꞌ ye. Fa ce joo mnyàa jɛɛjɛ̀ɛjɛɛ ce sèe à màꞌshi à mndàp nà nè mmbo kaꞌ.",,
"","5. Tɛɛ à njìsàp efa gee bèe kaꞌ kose, kɛ̀ cese ɛ̀. ",,
"","6. Fa ce càꞌne bèe nè mmbo kaꞌ. Ku na bo nà, ker caꞌne bèe e kù cùu. ",,
"","7. Fa ce tɛɛtee sèe kɛ̀ cuutee ɛ̀, à ma kʉr kaꞌ.",,
"","8. Fa ce jɛ̀r sèe àfo-àfo kaꞌ.",,
"","9. Jàꞌne sèe nsuŋ àmbò yaŋ ca, keꞌ ce cap ba ŋgòŋ kaꞌ.",,
