source,translated,question,answer
"Ce que vous devez savoir sur le CORONAVIRUS ou COVID-19","Kɨ́ ɓɨɠəsɛ́ kɨyíi mɨ́ fɨlwœ́ fɨ́ lə́ kolónavilʉ́s (KOVID-19)",,
"","",,
"","Ntáŋzeéŋ wɨ́ ɓúŋ ɓə́ Kaməlún mɨ́súwɨ́ lɨɠάsɨ ɗɨ́ jyɛ Beŋ, lɨ́ lɨlɨsα ɗɨ́ lɨlœŋ lɨ lɨkɛŋ",,
"","",,
"","",,
"","",,
"                    SUMMARY","Mətwœ́ mə́ jyɛ mɨ́ mə́lɨ́ mɨ́ káata anə́",,
"- Coronavirus  - Vulnerable people - Symptoms - Transmission of coronavirus - How to protect yourself - What to do in case of contamination? - Definition of some difficult words ","-Kolónavilʉ́s                                    -Ɓúŋ ɓə́ kɛɛ ɗeéʼ                  -Láléeŋ nə́ fɨlwœ́ fɨ fə́əlɨ́seŋ -Láléeŋ nə́ fɨlwœ́ fɨ́ fə́əshyáleŋ -Láléeŋ nə́ múŋ alɨ lə́ aɗə́ fɨlwœ́ fɨ́ -Láléeŋ nə́ múŋ alɨ́ lə́ akɨ ɗɨɨ́ fɨlwœ́ fɨ́ fɨ́shyá má nyɨ́ -Lɨfasɨ ɗɨ́ míí mɨ́ mə́ɗéekí lɨwóʼ  ",,
"p.2 p.3 p.4 p.5 p.6 p.7   p.8","p.2 p.3 p.4 p.5 p.6 p.8  p.9",,
"Coronavirus, also known as COVID-19, is a new virus. It was first reported in China on 31 December 2019. It has flu-like symptoms and can cause death in some severe cases. It is widespread in many countries around the world. The origin of the disease is not yet known.","Kolónavilʉ́s, anə́ ɓə́eŋkɨ́ŋ kɨ́ lə́ KOVID -19, alɨ zhii cwɛ́ŋ. Zhii níŋ aánɗó kɨkɛɛ́ mɨ́ kɨɗɔŋ kɨ́ lə́ Shíin, mɨ́ mwɛ́ 31 a zeéŋ Buma, 2019. Fɨlwœ́ fiŋ fəə́lɨ́seŋ fɛ́ɛ wə́ gríp, fɨlɨ́ lə́ fɨ́wéŋ múŋ camiŋ kɨ́dəə́ŋ dɨɨ́ fɨ́cíí má nyɨ́ mɨ́ nyɔ́. Fɨlyaŋ má mɨ́ kɨɓɨɓwe kɨ́ ɓɨɗɔŋ ɓɨ́ mɨ́ zɨɨ́ nə́. Múŋ adəə́ŋ akáyɨ́mɨ́ kɨtweŋ kɨ́ fɨlwœ́ fiŋ.",,
"Elderly person","Kɨtuʼ kɨ́ múŋ",,
"Person with a heart condition or disease","Múŋ anə́ áalwœ́ mɨ́ nlœ́ŋ",,
"Vulnerable people People of all ages can become infected with this new virus. The elderly and people with pre-existing conditions (such as asthma, diabetes, heart disease, high blood pressure) seem more likely to become seriously ill from this virus.","Ɓúŋ ɓə́ kɛɛ ɗeeʼ   Fɨlwœ́ fiŋ fɨ́lɨ́ lə́ fɨ́ɗwɛ́ ɓúŋ ɓə́ gwa ncœŋ. Kɨ́pɨ́sɛ́ wə́ fɨlwœ́ fiŋ fə́ɓíiseŋ kɨtwə́ə ɓɨtu ɓɨ́ ɓúŋ, lɨ́ ɓúŋ ɓɨ́ ɓə́əlwœ́ tɨlwœ́ (fɛ́ɛ wə́ ásmə, jyabét, filwœ́ fɨ́ nlœ́ŋ, lɨ tansyóŋ).",,
"Fever Fatigue","Lɨtwɛŋ Lɨfwɛ́ŋ",,
"Dry cough Muscle aches and pains","Kɨkwə́sɨ Nyɔ́ nkə́ŋdeékíŋ",,
"Symptoms The symptoms of a coronavirus infection are similar to those of the flu: fever, dry cough, muscle aches, fatigue. Some patients have pain, nasal congestion, runny nose, sore throat, or diarrhea. Some people, although infected, have no symptoms and feel fine. Most people recover without needing any special treatment.","Láléŋ nə́ fɨlwœ́ fiŋ fə́əlɨ́seŋ  Fɨlwœ́ fiŋ fə́əlɨ́seŋ fɛ́ɛ wə́ gríp: lɨtwɛŋ, kɨkwə́sɨ, nyɔ́ nkə́ŋdeékíŋ, lɨfwɛ́ŋ. Ɓəlɨ́lwœ́ ɓədəə́ŋ ɓəlɨ́ lə́, nyɔ́ akɨ́ŋkəŋ ɓwə́, ywíŋ ɗɨ́sɨ́niŋ, ɗɨ́kɨ́kɛ. Wələ́ ɓúŋ ɓə́dəə́ŋ ɓə́lɨ́ lə́ ńsóo ɓə́lɨ́ lɨ zhii niŋ mɨ́ nyɔ́, fɨlwœ́ fɨ kɨ́lɨséŋ, ɓəkɨ́lwœ́ kɨ́ɨ. Kɨɓɨ́ɓwe kɨ́ ɓúŋ kə́əsáleŋ ɓəkɨ́ɓá lɨ zɛɛŋ nə́ lə́ ɓə́ɓwóo ɓwə́ lɨ buulɨ́ dəə́ŋ.",,
"Person with a cough","Múŋ anə́ áakwə́sɨ",,
