source,translated,question,answer
"What you need to know about the CORONAVIRUS or COVID-19","Jam miá yianə yěm mfá mbé okɔ̌n nyɔ́ bá lɔ̂ ná CORONAVIRUS ǒ COVID-19",,
"","",,
"","Association Camerounaise pour la Traduction de la Bible et l'Alphabétisation",,
"","",,
"","",,
"","Minlô minyéglán mfá okɔ̌n nyɔ̂",,
"","- Coronavirus  - Bot bɛ́ nɛ bi okɔ̌n tē - Mendem a líri okɔn - Mból okɔ̌n tě a kalan - Jam bíá yiane bǒ ná bíá ke mbíl nɛ okɔ̌n - Jé wa yiane bɔ̌ yɔ wa man bi okɔn? ",,
"","p.2 p.3 p.4 p.5 p.6 p.8 ",,
"","Coronavirus nyɔ bá lɔ̂ fe ná COVID-19, nyɔ́ a ne kpámák mɔ́ŋgɔ́ ǹsɔ́ŋ. Okɔ̌n tě a ŋgá tári mfá nam Shín, á mimbú 2019, ŋgɔn Desámba, melú mewómlá aa mbɔ́k. Mendem mfá okɔ̌n tě a ne né mboman anɛ́n nyɔ̂, aa awú a ne fe vôl sɔ̂ yɔŋ kókɔ̄n a man kɔn abwǐ. Okɔ̌n tě a ne mfá minam mivɔ́k mfê. Mot tege yěm mfá okɔ̌n tě a sɔ̂.",,
"","Minǒm",,
"","Bot bá kɔn mfá nêm ǒ bá kɔn okɔ̌n",,
"","Bot bé nɛ jǎm vól bi okɔ̌n  Bot mimbú mísě nɛ ɓɔ́ŋgɔ̂ bɛ́ nɛ bi okɔ̌n nyɔ́ kpámák mɔ́ŋgɔ́ ǹsɔ́ŋ nyɔ̂. Minǒm nɛ bot bá kɔn okɔ̌n wiŋ nɛ́ (okɔ̌n kuk, diabet, okɔ̌n nêm nɛ tansyôŋ). Kán bot tě yɔŋ okɔ̌n tě a kúí bɔ bɔ̂ɔ̄, a ne ŋgul abuí ású mɔ́ŋgɔ́ ǹsɔ́ŋ nyɔ̂. ",,
"","- Avêp - Sɔ̂m",,
"","- Ekɔ́si nɛ́ ŋkōt - Mintáy mfá minson",,
"","Mendem a líri okɔ̌n   Mendem a líri okɔ̌n nyɔ́ koranovirus nyɔ́ a ne nɛ́: mendem ású ŋgul mboman, avêp, ekɔ́si a nɛ́́ ŋkót, mintáy mfá minson, sɔ̂m. Miŋkókɔ̄n ziŋ míá man bi mintây, jóé a man yêm,  mendím a lot fáá jóe, mintây mfá eŋgɔŋ ó ǹtúi. Vedá bot beziŋ bɛ́ nɛ bi okɔ̌n nyɔ́, jam dá tege yên mendem mfá okɔ̌n tē, bá wôk menyɔ́l bɔ́ mbɛŋ. Buí bot bá man bɔ mvwǎ tege nɔŋ mebálá ziŋ.",,
"","Mot a kɔ́si",,
"","Mból okɔ̌n tě a kalan  Okɔ̌n COVID-19 a kalan nɛ bot bɔ́ bilí mɔ́ŋgɔ́ ǹsɔ́ŋ nyɔ́ mfá menyɔ́l bɔ̂. Yɔŋ kókɔ̄n a kɔ́sǐ ǒ a sémlě, mɔ́ŋgɔ́ mendím a kúí tsitsat tsitsat mfá jóé nyɛ̂ nɛ mfá anyu nyɛ̂. Yɔŋ mot a vebe mɔ́ŋgɔ́ mendím nyɔ́, a ne bi okɔ̌n coronavirus nyɔ́. Yɔŋ mot a namba jóm ziŋ a belé nyɔ́ mendím nyɔ́, yɔŋ a namba mís nyɛ, jóé nɛ anyu nyɛ́, a ne fe nɔŋ okɔ̌n tě. ",,
"","Mból bíá yiane bagle menyôl bíā",,
"","1. Wa tege fid mɔ́ mf́ mís, jóé nɛ anyu. ",,
"","2. Wa yiane sop mɔ́ biyɔŋ bíse nɛ mendîm fúbán nɛ sɔ́bɔ. Mvûús, wa man fími mɔ́ nɛ táwola fúbán.",,
"","3. Yɔŋ wa kɔ́sǐ, wa man bɔ wɔ́ wǎ mból ekúra. ",,
"","4. Wa tege dí nyumán tsît, wa tege namba tsít a nyiŋ.",,
"","5. Wa yiane tɔbɔ méta mbɔ́k oyǎp nɛ mot a sémlě ǒ a kɔ́si. ",,
"","6. Míá tɛgɛ fɛ sugan nɛ mɔ̂. Míá sugan nɛ nlô ǒ nɛ anyu. ",,
"","7. Míá tɛgɛ fɛ tɔbɔ vóm bot bé nɛ abwí abwi.",,
"","8. Míá tɛgɛ fɛ wulu abwí abwi.",,
"","9. Míá yiane yem mefóe nɛ mfá fóe tě a sɔ̂. ",,
"","Bíá bɔ yá yɔŋ okɔ̌n a man bi bíā?  Yɔŋ wa líri menděm okɔ̌n: - Wa man tɔbɔ bot befé oyap. - Wa tɔbɔ mf́ ndâ. - Wa lóe nɔmba ŋkɔl nyɔ̂ 1510, mvûs wa wôk jóm dɔ́kta a kɔ́bɔ. Nɔmba ŋkɔl fê:",,
"","699 279 622 675 308 373 698 423 929 655 728 884 670 713 979 ",,
"","699 933 725 677 429 357 699 986 740 676 466 797 670 113 761",,
"","Dén nyɔ́, biaŋ a syé okɔ̌n  COVID-19 nyɔ́ a síki, vedá bot nêén bá ke mf́ osú nɛ jéŋ biaŋ a syé okɔ̌n nyɔ̂. Mora ́se a yiane bi fek, a baglě fe mvéndé ŋgɔ́mna, ná a bagle nyól nyé, a baglě fe bot bá tɔbɔ nyɛ́ bebe. ",,
"","",,
"","",,
