source,translated,question,answer
Ce que vous devez ﻿savoir ﻿sur le ﻿CORONAVIRUS ﻿ou ﻿COVID-19,Ənyʉ̀ a wu diʼi kɨ biʼi kwaʼa ghenə a və dzàŋ nə̀ kolonavalus lə ko COVID-19,,
,,,
,,,
,,,
,,,
,,,
                                                  SOMMAIRE,         Tʉ nyʉ̀ a və diʼi a ŋwàʼlə ghen,,
- Coronavirus - Personnes vulnérables - Symptômes - Transmission du coronavirus - Comment se protéger? - Que faire en cas de contamination? - Définition des mots difficiles,- Kolonavalus - Nkyi viʼi a kwaʼa ghen ə zi ghə ghaʼ vəwenə - Nchwi shisə - Ji kolona dyàŋə fa tsu - Ji tuʼmə nə̀ wenə wu fa tsu - Kolona koo wɛ̀ é wɛ nɛɛy ghɛ? ,,
p.2 p.3 p.4 p.5 p.6 p.7 p.8,p.2 p.3  p.4 p.5 p.6 p.8 ,,
Le coronavirus, aussi appelé COVID-19,,
Personne âgée,Kəlyɨŋ kə wiʼ,,
Personne cardiaque ou souffrant de maladie,Wiʼ a ghə kiʼi tyɨm ə zafə ghə,,
Personnes vulnérables Les personnes de tous âges, y compris les enfants,,
- Fièvre - Fatigue,Fibà nə kətʉ kəlɨmləkə Wenə̀ zhwemə ghe,,
- Toux sèche - Douleurs musculaires,Kekesə ke zɨmkə Zhwuŋ wenə zafə ghə,,
Les symptômes Les symptômes d'une infection au coronavirus ressemblent à ceux de la grippe : fièvre, toux sèche,,
Personne qui tousse,Wiʼ a ghə kesə̀,,
Transmission du coronavirus Le COVID-19 est transmis par des personnes porteuses du virus. Quand un malade tousse ou éternue, il expulse des gouttelettes par le nez ou la bouche. Si une personne respire ces gouttelettes,,
Comment se protéger ?,Ji tuʼmə nə̀ wenə wu fa tsu,,
1. Eviter de se toucher les yeux, le nez,,
2. Se laver souvent les mains à l'eau courante et au savon. Ensuite les sécher avec une serviette propre.,2. Nshʉ avu ghu no menzhʉ̀ ntsèm nə̀ kəki kə nə mu mə wetəmə bè tsèʼe nə ndisə laynə sə.,,
3. Tousser et éternuer dans le creux de son bras.,3. Wu nkə chom wu chiʼtə ə chʉ wu nə nges ə kwoŋ wu.,,
4. Eviter de manger de la viande crue et de toucher des animaux vivants.,4. Kə a mpfiʼi nyàm a və ko pfə̀ a nkàyn. Kə a ndemə nə nyamse a sə jèʼe.,,
5. Garder une distance d'au moins un mètre avec une personne qui tousse ou qui éternue.,5. Nku kə zaʼ fa wiʼ a ghə kəsə be chomə ə zaʼa a ntam ə mpfen. ,,
6. Eviter de se serrer la main. Se saluer par un signe de tête ou une salutation verbale.,6. Kə be a ntoŋtə wiʼ nə̀ kəvu kə. Ənəsə tò kəvu ko wu toŋtə tò nə̀ chʉ. ,,
7. Eviter les rassemblements.,7. Kə bè a ndʉ̀ a shi  kəzhùŋ.,,
8. Limiter ses déplacements.,8. Kə be a njèʼe nanto. ,,
9. Se tenir informé et vérifier la source de ses informations.,9. Sə tsen wu zhʉ kənyʉ̀ wu tuʼtə kyitə no a nkàyn. ,,
Que faire en cas de contamination ? Si vous présentez des symptômes : - Evitez les contacts avec d'autres personnes. - Restez à domicile. - Appelez le 1510 et suivez les consignes des médecins. Autres numéros possibles :,Adiʼ gho a wu zi wù nè a zhʉ kawaʼa ghenə ghaʼ li wù a?  -Kə be mboʼsə viʼi -Əŋwʉʼ tò a ngə̀ŋ. -Dzaŋə numba ghèn 1510 andi docta shəʼtə kənyʉ̀ wu a nè:,,
699 279 622 675 308 373 698 423 929 655 728 884 670 713 979,699 279 622 675 308 373 698 423 929 655 728 884 670 713 979 ,,
699 933 725 677 429 357 699 986 740 676 466 797 670 113 761,699 933 725 677 429 357 699 986 740 676 466 797 670 113 761,,
A ce jour, il n'existe aucun médicament capable de guérir du COVID-19 mais les autorités continuent les recherches pour trouver un traitement adapté. Chacun doit être responsable et adopter les bons gestes pour se protéger et protéger son entourage.,,
Définition des mots difficiles  Asthme : maladie respiratoire chronique Consignes : ordres, recommandations Diabète : maladie qui se caractérise par un taux de sucre trop élevé dans le sang Ecoulement nasal : avoir le nez qui coule Etre contaminé : être atteint par la maladie Grippe : maladie,,
,,,
Ce que vous devez ﻿savoir ﻿sur le ﻿CORONAVIRUS ﻿ou ﻿COVID-19    Ce que vous devez ﻿savoir ﻿sur le ﻿CORONAVIRUS ﻿ou ﻿COVID-19                                                         SOMMAIRE - Coronavirus - Personnes vulnérables - Symptômes - Transmission du coronavirus - Comment se protéger? - Que faire en cas de contamination? - Définition des mots difficiles    p.2 p.3 p.4 p.5 p.6 p.7 p.8 Le coronavirus, aussi appelé COVID-19,,
