source,translated,question,answer
"Cómo evitar el contagio por COVID-19","",,
"","",,
""," Lengua de Señas Colombiana : Sebastian Nuñez Filmación: Kelly Rojas Edición: Sebastian Nuñez Ilustración: Teofilo Padilla Subtitulación:Oneyda Aguilar ",,
"","Agradecemos a los generosos donantes que hicieron posible este proyecto.",,
"Cómo evitar el contagio por COVID-19.","",,
" En lo posible: quedarse en casa.","",,
"Lavarse las manos correctamente.","",,
"Usar gel antibacterial.","",,
"Utilizar mascarilla.","",,
"Cubrirse la cara al toser y estornudar.","",,
"Evitar tocarse los ojos, nariz y la boca.","",,
"Limpiar y desinfectar las compras.","",,
"No compartir vaso, ni utensilios personales.","",,
"Procurar mantener 2 metros de distancia entre uno y los démas.","",,
"Evita dar la mano, mejor saluda de lejos o codo con codo.","",,
"Al llegar del trabajo, desecha la mascarilla; coloca aparte la ropa, báñate y ponte ropa limpia.","",,
"Luego coloca la ropa en detergente, procede a lavarla y tenderla para que esté limpia.","",,
"Cómo evitar el contagio por COVID-19    Cómo evitar el contagio por COVID-19      Cómo evitar el contagio por COVID-19.  En lo posible: quedarse en casa. Lavarse las manos correctamente. Usar gel antibacterial. Utilizar mascarilla. Cubrirse la cara al toser y estornudar. Evitar tocarse los ojos, nariz y la boca. Limpiar y desinfectar las compras. No compartir vaso, ni utensilios personales. Procurar mantener 2 metros de distancia entre uno y los démas. Evita dar la mano, mejor saluda de lejos o codo con codo. Al llegar del trabajo, desecha la mascarilla; coloca aparte la ropa, báñate y ponte ropa limpia. Luego coloca la ropa en detergente, procede a lavarla y tenderla para que esté limpia.  ","      Lengua de Señas Colombiana : Sebastian Nuñez Filmación: Kelly Rojas Edición: Sebastian Nuñez Ilustración: Teofilo Padilla Subtitulación:Oneyda Aguilar  Agradecemos a los generosos donantes que hicieron posible este proyecto.                  ",,
