source,translated,question,answer
"What you need to know about the CORONAVIRUS or COVID-19","BƆ́ƆBƆ NO HÁANANAMƆ́ GO ÍYIME NAÁ OGƆNƆ́ YƆ́ƆYƆ KOLÓNAFILÚSU Ɛ́NA COVID-19",,
"","",,
"","Association Camerounaise pour la Traduction de la Bible et l'Alphabétisation",,
"","",,
"","",,
"","",,
"                    SUMMARY","                    ƐDÓƐ YA MASƆ́MƆ",,
"- Coronavirus  - Vulnerable people - Symptoms - Transmission of coronavirus - How to protect yourself - What to do in case of contamination? - Definition of some difficult words ","- Kolónafilúsu - Batɔ báaba bá lɔ́mɔ́ dambɛ́gáalú naá kolónafilúsu - Monóógío - Godómbanɛna gá kolónafilúsu - Gobébeŋebeŋe go kolónafilúsu - O bɔ́gɔ́lɔ nɛɛ́nɛ go amɔ́ haagamɔ́ ogɔnɔ́ ? - Gofalona gá bɛbana bá ndɔlɛ ",,
"p.2 p.3 p.4 p.5 p.6 p.7   p.8","p.2  p.3 p.4 p.5 p.6 p.8 p.9",,
"Coronavirus, also known as COVID-19, is a new virus. It was first reported in China on 31 December 2019. It has flu-like symptoms and can cause death in some severe cases. It is widespread in many countries around the world. The origin of the disease is not yet known.","Kolónafilúsu  Ogɔnɔ́ yɔ́ɔyɔ kolónafilúsu, bá gɔnɔ dɔ́ŋɔnɔ bá amɔ́ COVID-19 (KOFÍD-19), yó lɛ́ gɛpáa gá ogɔnɔ́. Yó lɛ́ bológáalú busío busío bá yɔ́ naá gɛantá gá gɛdɔŋɔ bá amɔ́ Chine, bó mba lɛ́ ofɛ́ yá mbuge yó ná medúgu 31, nnyómá ya 2019.  Monóógío má yɔ́ má fóanɛna na máama má gɛnɔ́nɔ́. Mɔtɔ a gúenene na yɔ́ yó amɔ́ yó áyɛnamɔ́ na bogaaga.  Ogɔnɔ́ yá ndiemi yó báa go saa naá gɛcɛcá gá bɛdɔŋɔ naá cí iŋkimée. Bá gá lɛ́ dɛ íyímé anáa yó ɛ́damɔ́ go úlene.",,
"Elderly person","Bɛsómba bá batɔ",,
"Person with a heart condition or disease","Mɔtɔ ba go nóma ogɔ́nɔ́ yá odɛ́má ɛ́na gɛkɔɔ́kɔnɛ́",,
"Vulnerable people People of all ages can become infected with this new virus. The elderly and people with pre-existing conditions (such as asthma, diabetes, heart disease, high blood pressure) seem more likely to become seriously ill from this virus.","Batɔ báaba bá lɔ́mɔ́ dambɛ́gáalú naá kolónafilúsu  Batɔ bá ogɛlɛ uŋkimée bá lɛ́ ba go nóma gɛpáa gá ogɔnɔ́ gɛ́ɛgɛ. Dómbadómbáa bɛsómba bá batɔ na bɛcóa bá bɛgɔnɔ́gɔnɔ bá ɛgɔnɔ aŋa (ogɔnɔ́ yá gihélume, ogɔnɔ́ yá sókasóka naá manɔ́ŋɔ́, ɛgɔnɔ́ ya bɛsómba odɛ́máa) bɔ́ɔ kanɛ́ ogɔnɔ́ yɔ́ɔyɔ yó lɔ́mɔ́ giyigilidie naá nnyɔ́dɔ sábɔ́.",,
"Fever Fatigue","-Nnyɔ́dɔ ya gobólɛgana -Gɛdɔmbɔ",,
"Dry cough Muscle aches and pains","-Ɛkócona -Nnyɔ́dɔ ya goyúume",,
"Symptoms The symptoms of a coronavirus infection are similar to those of the flu: fever, dry cough, muscle aches, fatigue. Some patients have pain, nasal congestion, runny nose, sore throat, or diarrhea. Some people, although infected, have no symptoms and feel fine. Most people recover without needing any special treatment.","Monóógío  Monóógío má kolónafilúsu má fóanɛna na máama má gɛnɔ́nɔ́ : nnyɔ́dɔ ya gobólɛgana, ɛkócona, nnyɔ́dɔ ya goyúume, gɛdɔmbɔ.  Nɛnamá ná bɛgɔnɔ́gɔnɔ bíncodío bɛ́ kánya nnyɔ́dɔ, bɛ́ débe nyɔɔ́nɔ, ukelú goyáŋka, ɛ́na bá nóma gadɛ́ɛ gá gogosonyo. Kanɛ́ bóncodío gɔnɔ́ bá lɛ́ hɔ́ɔ báaba bá lɔ́mɔ́ na kolónafilúsu naá nnyɔ́dɔ, gɔ́ɔ bá dɛ nómáa. Bɛgɔnɔ́gɔnɔ bíncodío bɛ́ éŋugene ogɔnɔ́ yɔ́ɔyɔ kanɛ nɛnamá ná kóódínyóomú.",,
