source,translated,question,answer
"What you need to know about the CORONAVIRUS or COVID-19","Yulerə́ yʉ̄ə̄ á ntâ'’pʉəən yí mf́ nduun yaa tǎ KORÓNA ŋgáāŋgâ COVID-19",,
"","",,
"","Association Camerounaise pour la Traduction de la Bible et l'Alphabétisation",,
"","",,
"","",,
"","              NYǗ'SHƏ NDA LEREWA",,
"","- Tǎ koróna - Pwə́tkêt pʉəən - Rǐ yāā - Nshyeerə yâ myenə pʉəən - Tʉ́ə́’shə́ ŋwə̄t - Yáá kə mve u, u ghet nāā nə? ",,
"","p.2 p.3 p.4 p.5 p.6 p.8 ",,
"","Tǎ koróna yʉ́ə́ pə́ téē mbīt mfūū nə KOVID-19 nā, púa’  poo tǎ mfē. Pum káá pə́ kwə́tə́ ī nā, á poo má Shīna nə 31, tʉ mʉʉt tǒn lʉ̄m, tʉ lʉm 2019. Rǐ shí púa'  ŋgʉə́ŋgʉ̄ə̄ yiekâ yí fūfū'  mbí yetnə̌ ŋɔ́'  mʉʉn  fʉ́'  yie yāā fāām a. Yírə yāā sǎm tʉ sááŋgu rɛ̌ní tʉ nzhʉmáánsyē. Ntwə́ mee ndyɛ̂' shîí, pə́ mâ mbə́ yî ŋá yʉ̄ə̄ yírə̄ yi yāā lɔ̄' na.",,
"","M̀kpara’ mʉʉn",,
"","Ŋgaayāā tʉ lámntʉ̄ʉ̄m",,
"","Pwə́tkêt pʉəən   Tǎ  myenə pʉəə́n nā mvê ŋguu pʉəən mə́ntén, kpárá'’pʉəən, pǒŋkʉ̄ə̄'. Í nā ndíshə̄  ndóōnə̄ ŋwər i pǒ ŋkwən pwə́tkêt pʉəən yíe kpárá'pʉəən ke pʉəən pʉ́ə́ mǒ'nshyē yáá mbí te mbə́ ŋkwə́n pūə̄ (yiekáá fúfú' ŋkʉ́két,yaa shúkaa, yaa lámntʉ̄ʉ̄m nə yaa tansyóōŋ). ",,
"","- M̀fʉ́ə̄ - Kɛ́ɛ́nə́",,
"","- Kʉəə nzhʉ́mshə́ - Yaa nzhǎpŋwə̄t",,
"","Rǐ yāā   Rǐ yaa koróná nā mfēēnə̄ púa'yí fūfū'tʉtʉʉn a púa': mfʉ́ə́, kʉəə nzhʉ́mshə́, yaa nzhǎpŋwə̄t nə kɛ́ɛ́nə́. Yáá nā mbə̄ ve shímǒ'pʉəən, ŋwərǎp nzhāā, yi sháp ndɔ́' mbə́ mbíīt nshǖǖrə̄, loorə yǎp nzhāā, shee pit mbə́ ŋáām āp. Mbə́ shī twə mə shimǒ' ghāāyaa na, nshyeshə rǐ yāā pə ndí'ŋkwə̌n pwə̄, pə́ pə́ nə kʉ́ŋwə̄t. Pə́sa'kʉə mbookét púā mii yaam ghǎ yāā nā mfʉ̄ə̄shə̄ shi pə́ mbí yüür áp nə nshyeshə fu.",,
"","Ŋgaa yiŋkʉ́ə́ə́",,
"","Nshyeerə yāā   Tǎ KOVÎD-19 nā ndǒ' ŋkwən pʉəən pʉ́ə́ pə́ te mbə́ nzháá ná, ńshryeerə̌ shímo'. Ŋgaa yáá nā mbə̄ kʉəə, ke yʉ́ə́ í nshʉ́ʉ́nə́ náā, pə́tāp ŋkyē ntʉ̄m mə yi shí ŋgáāŋgâ mə nshǔr í. Nshye mʉʉn ʉ́ə́ í yīēēnə̄ shírə̄ pə́tāp ŋkye nā, pye'yáá ŋɛ̂rə. A pə yʉ́ə́ mʉ̌n mbáám shírə̄ pə́tāp ŋkye, mánzhəm í sha'mii mí, ke yʉ́ə́ í nto'rě yi shí náā púa' yʉ́ə́ í nswə́ pwə í mə nshur í náā, mbú í pyě’ yāā ŋɛ̂rə.",,
"","Tʉ́ə́’shə́ ŋwə̄t",,
"","1. Ú ma pə́ nswə̂ mbwə mú mə mii mú púa’ yi shú nə nshǔr ú.",,
"","2. U pə́ ŋkwə̂mə̄ sūū mbwə mú nə ŋkwə̌t ŋkye púa’ saambúru’. Mánzhəm u ỳùèeshə mbwə mú nə táwarə̌ nzɛ́ɛ́ŋkét.",,
"","3. U pə́ ŋkʉ̄ə̄ə̄ mbíīt nshʉ̄ʉ̄nə̄ tʉ kʉ́ət puə ú.",,
"","4. Ú ma pə́ ŋkwə́t nzháp mbǘ, shi pit mbáám pə́nyaam ŋgumkét. ",,
"","5. U pə́ ndéé ŋwər u mə ndii mééta mə ŋgʉ́ʉ́nə́ nshye mʉʉn  ʉ́ə́  rǐ yāā púa' ŋkwə̌n mí nā. ",,
"","6. Ú ma pə́ nsháā'shə̄  pʉəən  nə̄  mbwə  mú, u pə́  nshá'shə̄  pʉəən  pǒ  nə  mʉ̌'tū  púa'  píshə́ pə̄sa' kʉ̄ə̄.",,
"","7. U pə́ ntéé  lí’ mbōōnə  pʉəən.",,
"","8. Ú ma  pə́  nyíi  rɛ̌ní.",,
"","9. U pə́ mbíshə́ pə̄sa’kʉ́ə́  tʉ  ŋgǎ  yāā  mbit  mbə́ ntúú nyít  shírə̄  pə́sa’kʉ̄ə̄.",,
"","Yáá kə mvé ū, u ghet nāā nə?  Rǐ yāā kə mbə́ ŋkwə́n mu: - Ú ma pit mbə́  mkpá’shə́  ŋwər  u  púa’ shímǒ' pʉəən. - U pə́ nshú tʉ ndāp. - U fúú yíi nōōmba 1510 nzhú’ ntʉ̄bə̄ yʉə palô'ta' téē mfā nā. Shímǒ' nōōmba  shʉ̄ə̄ pə́ yetnə yi mbit mfúú nā:",,
"","699 279 622 675 308 373 698 423 929 655 728 884 670 713 979",,
"","699 933 725 677 429 357 699 986 740 676 466 797 670 113 761",,
"","Pə́ kâ' nǎ  shi kwə́tə́ nshye fu yʉ́ə́ á nzhǘǖt yaa KOVÎD- 19 nā. Pa ŋɛ̂rə, ghǎ fʉ'shə̌ fú nā ŋkúū'shə̄  yi  ntǎ'. Á púú nā mi nshye mʉʉn pə́ ŋgúm tʉ sǎppē, mbə̄ nwɛ̄ɛ̄ntə̄ nə ŋwər i, ŋɛ̂rə̌ mīī i ghúmə̄ tuŋwər í  mbit  mfɛ́ɛ́t  shímǒ'  pʉəən.",,
"","",,
"","",,
