source,translated,question,answer
"Ce que vous devez ﻿savoir ﻿sur le ﻿CORONAVIRUS ﻿ou ﻿COVID-19","Ayiə yə wù kwu nəniy ani kəli kwùmə̀ yə̀ nə̀ ìdzàŋ yə̀ ghu tyoŋə nəniy nə̀ à də̌ KÒLONÀ",,
"","",,
"","Cameroon Association for Bible Translation and Literacy",,
"","",,
"","",,
"","UTUW YIƏ YƏ A DƏ NƏNIY ANƏ ŊWÀʼÀ KƏ̀",,
"","- Fyiə kə Kòlonà də nəniy ghe kiy - Ndzòʼò àghù idzâŋ yə̀ kwii nəniy - Fyiə kə kə dê nə̀ idzâŋ yə̀ mə̂ wù kwi - Dzəd yə wù də ani bòʼò ìdzàŋ yə̀ ate - Ayiə yə  wò də ani zəŋi nə̀ idzâŋ yə̀ kə wô kwi - Ayiə yə wò kwu ani zəŋi abu idzâŋ yə̀ kwi tsə nəniy wô",,
"","p.2 p.3 p.4 p.5 p.6  p.8 ",,
"","Kòlonà də̀ idzâŋi uzùbî ìfyiə yiy i kwulì fyi bə̂ nəniy. Ghu tyoŋə soʼò nəniy nə̀ à də̀ “Kovid nàyìntîn”. Idzâŋ yə̀ kə kaʼ tsə isə anə inaʼ i Tsayinà anə məntsuk mə̀mvəm inti nə̀ ntsuk fiy fə mòʼ anə ndzòŋə̀ ùtsaʼ ù kamə wiy anə ŋə̀m kə tə kàm ìbè nə̀ ŋə̀mə̀ tìy ìvəm nə̀ ghetiy ibùkə. Idzâŋ i ghà yə̀ nyə̀ wù nə̀ ùfəb wiy, nyə̀ sòʼò wù nə̀ ùwee wiy, nə̀ loʼo tə uwè tə̀ fwabə tiy, zəŋə sòʼò nə̀ uwee uwû wìy si zəe. Idzâŋ i ghè yə̀ wiy myìàʼà sòʼò ŋwǒ wù abu iŋge bû nəniy azoŋə̀ wù nə̀ daʼa kiy. Idzaŋi ghè yə̀ mə bwìy tsìy kpe tsə ndə̀mə̀ nàʼà təmbyi tə̀ liy tiy bù fyi kə sòʼò fə̀ anə inaʼ i ŋgàŋ. Bù kwùm tsə nyiə, ghu kamə kə̀ kəli fyi dzə̂ fyiə kə kə zəŋi nəniy nə̀ idzâŋ yə̀ kaʼ tsə.",,
"","Wìy nɛmə",,
"","Wè ìdzàŋ i fôŋ",,
"","Ndzòʼò àghù idzâŋ yə̀ kwii nəniy  Idzâŋ yə̀ te way wù liy. Abu à tsəm də kə ànìsə̀ə̀ moo unɛmə, wà fə̀ghàŋ moo dzwən kə wû, ùyəŋi moo ùŋəmə, idzâŋ yə̀ də̀ ŋwô ani kwi we. Aghû yə̀ idzâŋ yə̀ də nəniy ani ŋge kwi yə̀ ghu nə̀ daʼa kiy à də̀ inɛmə yə ghu bôʼ kwu dzə nəniy dzòʼò dzàŋ tə̀ liy tiy yə à də̀ idzaŋi i kiykiy yə i zəŋə nəniy wù ə də̀mə̀ kè ani zwày, nə̀ ìdzàŋ i tə tìi yiy, nə̀ dzàŋ tə̀ tə kwi nəniy fòŋ, nə̀ ìdzàŋ i kàŋ tə̀ kwoʼo tiy.",,
"","-Uwee -Uwee ù zəe wiy",,
"","-Ndzòʼ kə̀ taw kiy -lòʼo tə uwè",,
"","Fyiə kə kə dê nə̀ idzâŋ yə̀ mə̂ wù kwi  Fyiə kə kə dê nəniy nə̀ idzaŋi kòlonà yìy mə̂ wù kwi à də̀ bəə wù dzàŋə̀ nəniy uwee wiy, dzàŋə̀ sòʼò ndzòʼ kə̀taw kiy, nə̀ loʼo tə uwè tə̀ fwabə tiy. Mbvù tə  iwiy tə we tiy fê doʼò nəniy, ùndzòʼ wiy kuŋə soʼò anə iwiy, ù kwu nəniy utoŋufoŋ ù fwabə wiy, lwaŋə sòʼò. Aghê liy də ŋwô fyiə kə̀ liy la dè dzə̀ wày nə̀ ghu kwu ŋwô ìdzâŋ yə̀, zuw sòʼò wày ìfwabi yiy də̀  ghii nə̀ ghu mbaŋ kwu ŋwô idzâŋ yə̀ anə uwè. Aghê à liy bê ŋwò ghu taw dzwəŋi kə nə̀ ghu kə̀ bôʼ nyi nə̀ way utiə ù liy wiy.",,
"","Wù wə̀ ù dzàŋə̀ nəniy ndzòʼ kìy",,
"","Dzəd yə wù də ani bòʼò ìdzàŋ yə̀ ate  Wò də̀ ani bòʼò ìdzàŋ i kòlonà yə̀ awò wù wə̀ idzâŋ yə̀ kwi dzə̂ nəniy we. Abu wù wə̀ ù dzàŋə̀ nəniy kòlonà tseem tsə nəniy ntiə fyi bə̀ anə idzwə i we moo səay tə undzoʼ tiy fyi bə̀ anə iwiy we. Bəə səay tə tyiə tə̀ zù tsìy nyi yə̂ anə idzwə wù lìy wìy moo iwiy i we, wù ù ghè wə̀ ə bòʼò yə̀ ì dzàŋ i kòlonà. Abu wù bòʼ màŋ mwàb tsə kə fyiə kə̀ liy kiy nə̀ àwoo we yiy, mwàm zòŋə̀ yə̀ àsə ə we ate moo iwiy we moo idwə i we ate nə̀ səay tə mwiy tə̀ mə zù mwàm fyiə kə ghè kə̀, wù ghà wə̀ də̀ ani bòʼò sòʼò ìdzàŋ i ghà yə̀.",,
"","Ayiə yə  wò də ani zəŋi nə̀ idzâŋ yə̀ kə wô kwi",,
"","1. Wò kwu dzə way ani mwamə asə yiə̀ yìy nə̀ ìwiy yiə̀ yìy, nə̀ ì dzwə yiə̀ yìy.",,
