source,translated,question,answer
"Что нужно знать о КОРОНАВИРУСЕ или COVID-19","Ce que vous devez ﻿savoir ﻿sur le ﻿CORONAVIRUS ﻿ou ﻿COVID-19",,
"","",,
"Камерунская ассоциация перевода Библии и распространения грамотности","",,
"Информация для этого буклета взята с сайта Всемирной Организации Здравоохранения https://www.who.int/home","",,
"SIL LEAD","",,
"Дарья Давидовская","",,
"Все иллюстрации принадлежат CABTAL. За исключением страницы 2, которая принадлежит Pixabay; страницы 6 (мясник) и страницы 7 (толпа), которые принадлежат Wikimedia Commons; страницы 7 (люди смотрят телевизор), которая принадлежит ООН (Фото № 616869 Фото ООН / Марко Дормино).  Контакты CABTAL  Сайт : www.cabtal.org Электронная почта : info_cabtal@cabtal.org  Телефон : (237) 699 833 535 WhatsApp : (237) 654 439 659  B.P. : 16 550 Yaoundé, Cameroun","",,
"","",,
"Краткое содержание","                                                  SOMMAIRE",,
"-Коронавирус -Уязвимые люди -Симптомы -Распространение коронавируса -Как защитить себя -Что делать в случае заражения? -Определения сложных слов ","- Coronavirus - Personnes vulnérables - Symptômes - Transmission du coronavirus - Comment se protéger? - Que faire en cas de contamination? - Définition des mots difficiles",,
"с. 2 с. 3 с. 4 с. 5 с. 6 с. 7 с. 8","p.2 p.3 p.4 p.5 p.6 p.7 p.8",,
"Коронавирус, также известный как COVID-19, - это новый вирус. Впервые о нем было сообщено в Китае 31 декабря 2019 года. Он имеет симптомы, похожие на грипп, и в некоторых тяжелых случаях может привести к смерти. Распространен во многих странах мира. Происхождение болезни пока не известно.","Le coronavirus, aussi appelé COVID-19, est un nouveau virus. Il a été signalé pour la première fois en Chine le 31 décembre 2019. Il a des symptômes semblables à ceux de la grippe et peut entraîner la mort dans certains cas graves. Il est répandu dans de nombreux pays dans le monde entier. L’origine de la maladie n’est pas encore connue.",,
"Пожилой человек ","Personne âgée",,
"Человек с сердечными заболеваниями или другими болезнями","Personne cardiaque ou souffrant de maladie",,
"Этим новым вирусом могут заразиться люди любого возраста. Пожилые люди и люди с уже существующими заболеваниями (такими как астма, диабет, сердечные заболевания, высокое кровяное давление) с большей вероятностью будут болеть вирусом в тяжелой форме.","Personnes vulnérables Les personnes de tous âges, y compris les enfants, peuvent être infectées par ce nouveau virus. Les personnes âgées et les personnes souffrant de maladies préexistantes (comme l’asthme, le diabète, les maladies cardiaques, l’hypertension artérielle) semblent plus susceptibles de tomber gravement malades à cause de ce virus.",,
"Высокая температура  Утомляемость","- Fièvre - Fatigue",,
"Сухой кашель  Боль в мышцах","- Toux sèche - Douleurs musculaires",,
"Симптомы коронавирусной инфекции схожи с симптомами гриппа: жар, сухой кашель, мышечные боли, утомляемость. У некоторых пациентов возникает боль, заложенность носа, насморк, боль в горле или диарея. Некоторые люди, хотя и инфицированы, не имеют симптомов и чувствуют себя нормально. Большинство людей выздоравливают без специального лечения.","Les symptômes Les symptômes d'une infection au coronavirus ressemblent à ceux de la grippe : fièvre, toux sèche, douleurs musculaires, fatigue. Certains patients ont des douleurs, une congestion nasale, un écoulement nasal, des maux de gorge ou une diarrhée. Certaines personnes, bien qu’infectées, ne présentent aucun symptôme et se sentent bien. La plupart des personnes guérissent sans avoir besoin de traitement particulier.",,
"Человек с кашлем","Personne qui tousse",,
"Распространение коронавируса COVID-19 передается от людей, которые являются переносчиком вируса. Когда больной кашляет или чихает, он выделяет капли через нос или рот. Если человек вдохнет эти капли, он может заразиться коронавирусом. Если человек коснется предмета, зараженного этими каплями, а затем коснется глаз, носа или рта, он также может заразиться.","Transmission du coronavirus Le COVID-19 est transmis par des personnes porteuses du virus. Quand un malade tousse ou éternue, il expulse des gouttelettes par le nez ou la bouche. Si une personne respire ces gouttelettes, elle peut être contaminée par le coronavirus. Si une personne touche un objet infecté par ces gouttelettes et si elle se touche ensuite les yeux, le nez ou la bouche, elle peut aussi être contaminée.",,
"Как защитить себя?","Comment se protéger ?",,
"1. Не дотрагивайтесь до глаз, носа или рта.","1. Eviter de se toucher les yeux, le nez, la bouche.",,
"2. Регулярно мойте руки с мылом и водой. Затем вытирайте руки полотенцем.","2. Se laver souvent les mains à l'eau courante et au savon. Ensuite les sécher avec une serviette propre.",,
"3. Кашляйте и чихайте в локоть.","3. Tousser et éternuer dans le creux de son bras.",,
"4. Избегайте употребления в пищу сырого мяса и контакта с животными.","4. Eviter de manger de la viande crue et de toucher des animaux vivants.",,
"5. Держите дистанцию один метр с людьми, которые чихают или кашляют.","5. Garder une distance d'au moins un mètre avec une personne qui tousse ou qui éternue.",,
"6. Не жмите руки. Приветствуйте друг друга устно или кивком.","6. Eviter de se serrer la main. Se saluer par un signe de tête ou une salutation verbale.",,
"7. Избегайте большого скопления людей.","7. Eviter les rassemblements.",,
"8. Откажитесь от передвижения.","8. Limiter ses déplacements.",,
"9. Оставайтесь в курсе событий и проверяйте источники информации.","9. Se tenir informé et vérifier la source de ses informations.",,
"Что делать при заражении? Если у вас есть симптомы: - Избегайте контактов с другими людьми. - Оставайтесь дома. - Позвоните доктору и следуйте инструкциям. ","Que faire en cas de contamination ? Si vous présentez des symptômes : - Evitez les contacts avec d'autres personnes. - Restez à domicile. - Appelez le 1510 et suivez les consignes des médecins. Autres numéros possibles :",,
"","699 279 622 675 308 373 698 423 929 655 728 884 670 713 979",,
"","699 933 725 677 429 357 699 986 740 676 466 797 670 113 761",,
"На данный момент лекарства от COVID-19 нет, но власти продолжают исследования, чтобы найти подходящее лечение. Каждый должен нести ответственность и принимать правильные меры, чтобы защитить себя и окружающих.","A ce jour, il n'existe aucun médicament capable de guérir du COVID-19 mais les autorités continuent les recherches pour trouver un traitement adapté. Chacun doit être responsable et adopter les bons gestes pour se protéger et protéger son entourage.",,
"Определения некоторых сложных понятий Астма: хроническое заболевание легких Загрязнение: инфекция Диабет: заболевание, которое возникает, когда организм не может нормально использовать глюкозу Грипп: кашель, простуда Заражены: затронуты Инфекция: болезнь Инструкции: направление, информация Пациент: человек, находящийся под наблюдением Ранее существовавшие состояния: длительное заболевание Насморк: избыточный дренаж из носа Симптомы: признаки болезни Лечение: помощь, лекарства Вирус: возбудитель болезни Уязвимые: беззащитные","Définition des mots difficiles  Asthme : maladie respiratoire chronique Consignes : ordres, recommandations Diabète : maladie qui se caractérise par un taux de sucre trop élevé dans le sang Ecoulement nasal : avoir le nez qui coule Etre contaminé : être atteint par la maladie Grippe : maladie, rhume Hypertension : augmentation anormale de la pression du sang sur la paroi des artères Infecté : atteint par la maladie Infection : maladie, épidémie Patient : malade Persistant : permanent, constant, continu Susceptible : capable, sensible Symptômes : signes, marques de la maladie Traitement : remède, médicaments Virus : agent causant la maladie Vulnérable : faible, à risque",,
