source,translated,question,answer
"Sobre el Coronavirus","Dzula ya virusi vya korona",,
"","",,
"","Kuna chitu chimwenga ufwaacho kumanya dzulu ya virusi vya korona.",,
"","CHINA ENEA",,
"","Mromoni",,
"","Pulani",,
"","Matsoni",,
"","vichikuinjira",,
"","Mutu asiye na virusi vya korona.",,
"","Mutu mwenye virusi vya korona",,
"","Virusi nkuenea napho vidzitoni vya mahe.",,
"","Dzivwehe kanda.Kala mita 2 kure kpwa usifikirwe na vidzitoni.",,
"","1",,
"","Mita 2",,
"","Achuuu!",,
"","Uchiona mutu  anakolola/anapiga myasa, unaweza kutsambula ku:",,
"","Mphe maski kpwa achikolola ama achipiga myasa asiambukize ayae.",,
"","2",,
"","santa",,
"","ama",,
"","Pengine siye mkpwongo anadzirinda tu",,
"","Atu anjina ni akongo na taonyesa dalili za korona ele anaweza kuambukiza.",,
"","Usikale phatu phenye atu anji kpwa kumanya niani ariye mkpwongo.",,
"","vidziko",,
"","Mutu asiye na virusi.",,
"","Vyuma vya kugbwira garini",,
"","Viunde vya kubofya kpwenye lifti.V",,
"","Karatasi",,
"","vikombe",,
"","Vifwaya vya chidijitali",,
"","Uphande wa kondze wa maskiyo.",,
"","Vyuma vya kugbwira  napho unapanda ngazi za gorofa.",,
"","Chiunde cha kompyuta chakuolohera.",,
"","kalamu",,
"","Vitasa vya miryango",,
"","Mikono",,
"","Marazanjina mahe ga mutu mkpwongo nkuguta kpwatu kpwanjina…",,
"","unaweza kukala akongo.",,
"","Ama uso wa mutu umendzaye",,
"","Ufwikitse matso",,
"","Uchiguta vitu hivyo bila kumanya alafu ugute uso,",,
"","Njira nono ya kuolaga virusi vino ni kutsukutsa mikono,na sabuni,jiki au spriti.",,
"","Virusi vina weza kukala hai kpwa masaa.",,
"","Sabuni.",,
"","malagizo",,
"","Ndiyo mana nvinono kulunga mambo gano.",,
"","Tsukutsa na sabuni hadi hipha.",,
"","sabuni",,
"","Chisugudi.",,
"","Usidzigute uso wala usigute wa myao,napho nlazima ugute uso phanhi tsukutsa mikono vinono.",,
"","muda wakutosha kuimba fungu ra kpwandza ra wira wa taifa.",,
"","Tsini ya kombe",,
"","Kpwa sekunde 20",,
"","Kahikahi ya vyala",,
"","Tsukutsa nyuma ya mpkwono ",,
"","Vinono nviphi",,
"","Napho ukaiguta usikale na wasiwasi, tsukutsa mikono na sabuni",,
"","Usigute uphande wakondze wa maskiyo.",,
"","Vidzitoni.",,
"","Maski nkuhenda vidudu napho ichivwalwa sana.",,
"","Tsupha maski napho ina mahemahe ama ikakala chafu, usivwale maski kutsupa siku mwenga.",,
"","Humira chidziko cha kuephurira.",,
"","mwana",,
"","Baba",,
"","Mayo",,
"","Chila mwenga akale na tauliye.",,
"","Msirye chakurya sahani mwenga, msihumire tauli mwenga.",,
"","Kpwa kuweza kuguta uso na chisukusuku ata uchijeza.",,
"","Humira chisukusuku ama bega kuvugula miryango.",,
"","Kaya.",,
"","Uchila kpwatu kpwenye atu anji. ",,
"","Ndo urye",,
"","Tsukutsa mikono na sabuni. ",,
"","Mwisho",,
"","Chila mwenga akale salama",,
"","Read the articles for more tips!",,
"","3.    “This animation shows how far your sneeze can actually travel” by Chia Yi Hou and Andrea Schmitz, in Business Insider (Jan 21, 2020)",,
