source,translated,question,answer
"Yälguijch guichgaroore nani laa “coronavirus”","Sobre Coronavirus",,
"","",,
"Traducido por Misael Martínez","",,
"Yu’ tejtis cos nani gueblu naquiin gan, xho te yälguijch guichgaroore nani laa "coronavirus" rdiejni lo sa’ bejn.","Hay solo UNA cosa que usted necesita entender de como un coronavirus",,
"xho rdiejdni","SE PROPAGA",,
"Yälguijchre rdiejdni lo sa’nu cheni rebiniiäre riu’ni nen baloj rebejn, xhi’, nejza ro’ rebejn nani nadaan.","",,
"","la nariz",,
"baloj, xi', ro'","los ojos",,
"","entran en",,
"bejn nadaan","Persona Sana",,
"bejn racxuu","Persona Enferma",,
"","El virus se propaga cuando estas gotitas",,
"Chejc, palga fiilu te bejn nani cayajc ruj, caxääxni o rhuiilu cayacxhuuni, sajcni:","",,
"Suulu sijtä, sijtä de garol a tio’p metr, te na’c guitzujn re biniiroo.","Mantener distancia. Una distancia de 0,5m a 2m le protegerá de gotitas grandes.",,
"1","1",,
"0.5 - 2m","0,5m-2m",,
"Achuu","¡Achís!",,
"Badeed te lajd nani rusau ro’ni, te cheni gacni ruj, guxääxni, lajdre gutauni te na’c guitzujni lo guiraa re bejn.","Darle un cubrebocas. Puede toser o estornudar y este protege a todos los que lo rodean.",,
"2","2",,
"Quixtioos","Gracias",,
"","O,",,
"Hueenca na’c cheelu cadru yu’ xhidajl bejn, sacsi dilu gan chuni’c cayacxhuu.","",,
"Pet xhet cayacxhuudini, cayajpsini cuidaad. ","Tal vez no está enferma, sólo está protegiéndose.",,
"Sajcni yu’ bejn nani astoo xhet cayacxhuureni, pero sajcni guteedreni yälracxhuure.","Puede que personas infectadas no muestren síntomas, pero aún así son contagiosas.",,
"Yu’ huelt, xtiejn te bejn nani cayacxhuu sajcni teedni nen stee recos,","",,
"botoon","botones de elevadores",,
"lajd nani rusau ro’","pañuelos",,
"vas","vasos",,
"reguib nacoob","dispositivos digitales",,
"nejza dejtz relajd nani casau ro’nu.","y aun el exterior del cubrebocas.",,
"cadru rniaasnu","pasamanos",,
"bisijn","ratón",,
"lap","lapiceros",,
"bul puert","perillas",,
"renaa","las manos",,
"Lux, palga siniaaslu tere cósre, dxejc guiniaaslu lojlu,  o loj xteen za’lu, o rgajnlu balojlu,","",,
"sacni guiraatu gacxuutu.","puede que todos ustedes se contagien.",,
"Yälguijchre sajcni teedni hasta tiuubixhung oor nen te lajt,","",,
"lux sajcni nitni guyadujsi cheni quiibnuni con biaxtiil.","y la única manera eficaz de eliminarlos es lavarlos con jabón.",,
"biaxtiil.","jabón",,
"","precauciones",,
"Nícni, sajcni guunu gái tzuunre:","Por eso, también es bueno seguir estas",,
"Colquiib guideeb naatu con biaxtiil, nejza con nís maasdi gajl segund, cheni gunaastu te lajt cadru yu’ nani astoo nadxuudx.","",,
"gudiib guideeb naalu ","lávese hasta aquí",,
"biaxtiil","jabón",,
"xtiubijl","codo",,
"¿Xhi rsaloj guideebni?","",,
"Tiemp nani golnu te dij ni rnii: “Chicbaa chej cheni gojllu” tio’p huelt.","Tiempo suficiente para cantar "Happy Birthday" dos veces",,
"dejtz rebixhugnaatu","debajo las uñas",,
"por gajl segund ","por 20 segundos",,
"entre rebicuejn","entre los dedos",,
"Colquiib dejtznaatu","lávese el dorso de las manos",,
"Basau ro’lu con te baai nani chee lo guijx, dxejc bacuagajcni nen te bot,  na’c guiquiinlu te lajd te gusa’uni ro’lu por maasdi te dxej.","",,
"Palga a bejnluni, nac chuulu yälrsia’, gudiibtis renaalu con biaxtiil.","Si lo hizo, no se preocupe.  Solo lávese las manos con jabón después.",,
"Na’cza guiniaaslu dejtz lajdre, palga gacni na’c guunluni.","Además, no toque el exterior del cubrebocas si puede evitarlo.",,
"biniiäre","gotitas",,
"Yälguijdxre roobni nen lajdre palga guiquiinluni xhidajl dxej.","La bacteria crece en el interior del cubrebocas si lo usa demasiado tiempo.",,
"Na’c suunejlu bejn nani racxhuu. Na'c gudeedlaalu renani lujtis rquiinlu, sic cuchaar, vas, toai.","",,
"Cada tejni xtuaipacni.","",,
"Badoo","nene",,
"Daad","papi",,
"Naan","mami",,
"Na’c guiniaastu lojtu, re diajgtu, nicla xi’tu.","No se toque los ojos, las orejas ni la nariz.",,
"Por lult…","",,
"Colquil fii te bejn nani rusiajc la’tu palga cayacxhuutu.","Busque atención médica si está enfermo.",,
"","jabón",,
"Jiunejtu sa’tu.","¡Cuídense, todos!",,
"","Escrito por Weiman Kow, © 2020 Weiman Kow. CC BY-NC-SA 4.0. Imágenes por Weiman Kow, © 2020 Weiman Kow. CC BY-NC-SA 4.0.",,
"","Traducido al zapoteco de Mitla por: Misael Martínez",,
"","Creado por Weiman Kow, instagram: weimankow. Disponible en bloomlibrary.org",,
