source,translated,question,answer
"ပရူပရာ ကဝ်ရဝ်နာဝဳရုသ်","About Coronavirus",,
"","",,
"","",,
"အရာ မွဲသာ်ဟေၚ် မၞးနွံပၟိက်ကဵု သ္ဒးကၠးလဝ် ပရူပရာ ဗီုလဵု ကဝ်ရဝ်နာဝဳရုသ်","There's only ONE thing ﻿you need to understand about how a coronavirus",,
"မပြးကၠောံသၞာန်","SPREADS",,
"ပါၚ်","Mouth",,
"မုဟ်","Nose",,
"မတ်","Eyes",,
"လုပ်စိုပ်အာပ္ဍဲ","Get into your",,
"ညးပရေၚ်ထတ်ယုက်ခိုဟ်","Healthy Person",,
"မၞိဟ်ယဲ","Sick Person",,
"ဝဳရုသ်ကၠောံသၞာန် အဃော ထၞဟ်မကသိုဟ်တိတ်ဂမၠိုၚ်","The virus spreads when ﻿these droplets",,
"မၞးဒးမံၚ်သ္ၚောဲခြာ ဗၞတ် ၂ မဳတာဂှ် ဂွံဗၠးနူဘဲ ဒွံဒး ထၞဟ်မကသိုဟ်တိတ်မဂၠိုၚ် ဂှ်ရောၚ်။","Keep your distance.﻿2m will keep you safe from large droplets.",,
"၁","1",,
"၂ မဳတာ","2m",,
"ဟာ်ဆှော်","Achoo!",,
"ဟိုတ်ဂှ်ရ ယဝ်ရမၞးဆဵု ညးမွဲမွဲ ခ္ဍက်မံၚ်၊ ထအှ်မံၚ်၊ ယဲမံၚ်မ္ဂး မၞးဆိၚ်ကေတ်","So if you see someone who is visibly coughing/sneezing/sick you can choose to:",,
"ဒုၚ်ကဵုဍေံတအ် ယာတ်ကၟာတ်မုဟ်ပါၚ်။ ကၟာတ်ဂြောပ်မုဟ်ပါၚ်တုဲမ္ဂး ဍေံတအ် ခ္ဍက် (ဝါ) ထအှ် မာန်ကီု သီုစဵုဒၞါကဵု ညးနွံမံၚ်ဗဒါဲဂှ်ရောၚ်။","Give them a mask.﻿They can cough or sneeze in it and protects everyone else nearby.",,
"၂","2",,
"တၚ်ဂုန်ရ “ရမ္သာၚ်ဟီုကဵုသိုၚ်မုဟ်။","Thank you﻿*sniffles*",,
"(ဝါ)","OR,",,
"ညးဗြဴဂှ် ဟွံယဲဒှ်မာန်ကီုလေဝ် ဇကုညးညးစဵုဒၞါလဝ်ရ။","Maybe she's not sick, just protecting herself",,
"မၞိဟ်မကၠောံသၞာန်ဂွံယဲဂှ် လက်သန်ယဲဟွံမံက်လေဝ်ဒှ်မာန်၊ ဆ္ဂး ဒးဒုၚ်မံၚ်ပွမကၠောံသၞာန်ရ။","People who are infected can show no symptoms, but are still﻿infectious",,
"တုဲပၠန် ဗွဲယေဘူယမ္ဂး ကသပ်ခိုဟ်မွဲဂှ် သ္ဒးဝေၚ်ပါဲဒၞါဲမၞိဟ်ကောံ၊ ဟိုတ်နူ မၞးတီကေတ်ဟွံမာန် ညးလဵုမွဲမဒှ်မံၚ်ယဲ။","And in general, it's a good idea to avoid crowds, because you don't know who might be sick.",,
"လေံခစီု","Chopsticks",,
"ညးပရေၚ်ထတ်ယုက်ခိုဟ်","Healthy person",,
"ဘိုအ်ဍံၚ်ပ္ဍဲကွဳပၟတ်","Train straps",,
"မဍဵုအပ္ဍဲဇိုၚ်တၞိန်ဓါတ်","Lift buttons",,
"ယာတ်တေတ်ရှူ","Tissues",,
"ခေါ်ဖါန်ဂမၠိုၚ်","Cups",,
"အပေါတ်ဒါဲဂျေဒ်တေလ်","Digital devices",,
"သီု လ္ပါ်မ္ၚးယာတ်ဂြောပ်မုဟ်ပါၚ်လေဝ်ကီု","& even on the outside of your face mask",,
"ဒလဲတၞိန်ဂမၠိုၚ်","Stair bannisters",,
"ကၞိ","Mouse",,
"ကၞေဟ်မှၚ်ဂမၠိုၚ်","Pens",,
"ဒၞါဲပံက်ပါၚ်တြၚ်","Door knobs",,
"တဲဍေံတအ်","Their hands",,
"ၜိုန်ဂှ်လေဝ် လဆောဝ်မ္ဂး ဍာ်ပါၚ်မၞိဟ်ယဲမွဲတၠဂှ် ဍေံဒွံစိုပ်အာ အရာတၞဟ်ဟ်ဂမၠိုၚ်","However, sometimes a sick person's saliva can get on other things…",,
"မၞးတအ်သီုဖအိုတ်ကၠောံအာယဲမာန်ရောၚ်။","you might all fall sick.",,
"(ဝါ) မုက်ညးမွဲသ္အာၚ်မၞးမသ္ဍိုက်မၠိုက်","or your loved one's face",,
"တုဟ်ဒးမတ်","rub eyes",,
"တုဲပၠန် ယဝ်ရမၞး ဟွံရန်လဝ်မွဲသာ် လုက်စုက်ဒးအာအရာဝတ္ထုမွဲမွဲတုဲ ကလေၚ်ရပ်ဂွိတ်ဒး မုက်မၞး","And if you do touch any of these things by accident, and then touch your face,",,
"တုဲပၠန် နဲစိုပ်တရဴခိုဟ်ဂှ် သ္ဂောံဗတိုက်ပလီုထောံဝဳရုသ် ကြာတ်သ္အးထောံနကဵု ဗံၚ်၊ ဍာ်ကြာတ်တဲ၊ (ဝါ) အေလ်ဂိုလ်ဟိုလ် (အရက်)","and the only effective way to get rid of them is to wash them off with soap, bleach, or alcohol.",,
"ဝဳရုသ်ဂျိုၚ်တန်တဴအာမာန် ပွိုၚ်ကဵုနာဍဳ လ္တူအရာဝတ္ထုဂမၠိုၚ်","Viruses can last for quite a few hours on objects,",,
"ဗံၚ်","soap",,
"မံၚ်ကဵုသတိ","precautions",,
"ဣလဵုဒှ် မူဟိုတ်သ္ဂောံဒ္ဂေတ်ဗက်ခိုဟ်ရော။","Which is why it is also good to follow these",,
"ကြာတ်နကဵုဗံၚ်စဵုကဵုလ္တူဏံ","wash with soap up to here",,
"တၚ်တဲ","elbow",,
"လ္ပရပ်ဝေၚ် မုက်မၞး (ဝါ) မုက်ညးတၞဟ်သ္အာၚ်ညိ။ ယဝ်ရ မၞးဒးရပ်တွဵုမ္ဂး ကြာတ်တဲနကဵုဗံၚ် အးအးကၠာညိ။","Do not touch your face. (Or anyone else's face.) If you have to, wash your hands with soap thoroughly first.",,
"ဗၞတ်အခိၚ် ဒယှ်ေဂွံဒွက်”တ္ၚဲဒှ်မၞိဟ်” ၜါလ္တုန်","Enough time to sing “Happy Birthday” twice",,
"ပ္ဍဲတရေပ်သၞေံတဲဂမၠိုၚ်","under the nails",,
"ဗၞတ် ၂၀ သက္က","for 20 seconds",,
