source,translated,question,answer
"Akipō kōrōōyi pō Coronavirus","About Coronavirus",,
"","",,
"","",,
"Mii kir AKOONG’O kipaat nyoo nyoolchinii isōwu akipō WŌLOO KUUNOOMTOOY KEEY kōrōōyi pō coronavirus","There's only ONE thing ﻿you need to understand about how a coronavirus",,
"","SPREADS",,
"Kuut","Mouth",,
"Sēruun","Nose",,
"Koonyin","Eyes",,
"Kipēēchi chiich","Get into your",,
"Chiich nyoo karaam pōōr","Healthy Person",,
"Chiich nyoo mnyaanaat","Sick Person",,
"Kuunoomtooy keey kōrōōyi nēē raal nta kung’alaal :chiich kupka ng’ula","The virus spreads when ﻿these droplets",,
"Iryoong’ēē yoo lōōw. Ryoong’ēē miita 2 si nēē ng’at iriip keey māpēēchiin ng’ulēēpō chiich","Keep your distance.﻿2m will keep you safe from large droplets.",,
"1","1",,
"Miita 2","2m",,
"Tirsyaa","Achoo!",,
"Nēē roo chiich nyoo roolēy / tirsyoonēy / mnyanaat","So if you see someone who is visibly coughing/sneezing/sick you can choose to:",,
"Tēē akwaaneek tukun choo tukēē keey sēr nkōō kuut. Muukēy kuroolchi nta kuutirsyoonchi tukuuchoochēē sikuriip piich walak choo lēēkitēēn","Give them a mask.﻿They can cough or sneeze in it and protects everyone else nearby.",,
"2","2",,
"Kartaasi nyoo /kuupuukēē sēr","Thank you﻿*sniffles*",,
"NTA","OR,",,
"Mā kēēlē mnyanaat :inyeentee, mii kipaat kuriipēy keey","Maybe she's not sick, just protecting herself",,
"Muukēy kimnyaanaat :chiich wōloo nyuun moomii kiyoo ng’uutuuy kilē mnyaanaat, akuunoomtooy nyuun piich kōrōōyi","People who are infected can show no symptoms, but are still﻿infectious",,
"Karaam imētoorēē keey wōloo mii  :piich chaa chaang’, āmu mēēmuukēy isōwu kilē ng’oo nyoo mnyaanaat","And in general, it's a good idea to avoid crowds, because you don't know who might be sick.",,
"kātiiniit","Chopsticks",,
"Chiich nyaa karaam pōōr","Healthy person",,
"Misiipi nyoo /kirātēē keey nkōō kari","Train straps",,
"Tukun choo /kinyipirēy nkōō liipti nyēpō koropa","Lift buttons",,
"Kartaasi nyoo kuupuukēē keey","Tissues",,
"Kikoompeen","Cups",,
"Koompuuta nkōō siimuun","Digital devices",,
"nkōō mpōsaang’ nyēpō kir nyoo itukēē keey sēruun nkōō kuut","& even on the outside of your face mask",,
"kāriin choo /kināmēy paani /kiloong’ēy kōpō koropa","Stair bannisters",,
"Moorinoo koompuuta","Mouse",,
"Kalaamuun","Pens",,
"Kurkat","Door knobs",,
"Ēēruunēkwaak","Their hands",,
"Muukēy kupēēchi saayiitiis walak ng’ula chēpō chiich nyoo mnyaanaat tukun walak kilēē…","However, sometimes a sick person's saliva can get on other things…",,
"ku āmuukēy āmnyoonchō :tōkōl","you might all fall sick.",,
"nta inam tokoch nyēpō choorweeng’uung’","or your loved one's face",,
"iting’ting’ keey koonyin","rub eyes",,
"Nēē nam tukuuchu kimēēnkēt, aku nēē ng’at inam keey tokoch,","And if you do touch any of these things by accident, and then touch your face,",,
"oor kipaat nyoo /kuuwoong’ēy kuutyaantaani āpuuy kōrōōyi ku /kēēwuun tukuuchoochēē nkōō sāpuni nta /kēēpāyiisyēērō saakityaan nyoo /kuutiliilēē tukun.","and the only effective way to get rid of them is to wash them off with soap, bleach, or alcohol.",,
